 ,Cuentas,Valor,Fecha(DD/MM/YYYY) (Year),estado_informacion,Periodicidad de la información (Trimestral / anual),Trimestre
550,                                    3.2.2 Títulos de deuda,16837.8175731,2014,Dato revisado,Anual,
550,                                    3.2.2 Títulos de deuda,4260.075346,2014,Dato revisado,Trimestral,Q1
550,                                    3.2.2 Títulos de deuda,5341.008524,2014,Dato revisado,Trimestral,Q2
550,                                    3.2.2 Títulos de deuda,5550.0956799,2014,Dato revisado,Trimestral,Q3
550,                                    3.2.2 Títulos de deuda,1686.6380232,2014,Dato revisado,Trimestral,Q4
550,                                    3.2.2 Títulos de deuda,8050.7893496,2015,Dato revisado,Anual,
550,                                    3.2.2 Títulos de deuda,4029.5147695,2015,Dato revisado,Trimestral,Q1
550,                                    3.2.2 Títulos de deuda,2070.0127414,2015,Dato revisado,Trimestral,Q2
550,                                    3.2.2 Títulos de deuda,2476.0738853,2015,Dato revisado,Trimestral,Q3
550,                                    3.2.2 Títulos de deuda,-524.8120466,2015,Dato revisado,Trimestral,Q4
550,                                    3.2.2 Títulos de deuda,10392.1323221,2016,Dato revisado,Anual,
550,                                    3.2.2 Títulos de deuda,2116.8314401,2016,Dato revisado,Trimestral,Q1
550,                                    3.2.2 Títulos de deuda,3242.9602346,2016,Dato revisado,Trimestral,Q2
550,                                    3.2.2 Títulos de deuda,2922.0969682,2016,Dato revisado,Trimestral,Q3
550,                                    3.2.2 Títulos de deuda,2110.2436792,2016,Dato revisado,Trimestral,Q4
550,                                    3.2.2 Títulos de deuda,7340.1969356,2017,Dato revisado,Anual,
550,                                    3.2.2 Títulos de deuda,1636.2444606,2017,Dato revisado,Trimestral,Q1
550,                                    3.2.2 Títulos de deuda,1275.1370461,2017,Dato revisado,Trimestral,Q2
550,                                    3.2.2 Títulos de deuda,2747.9779634,2017,Dato revisado,Trimestral,Q3
