Fecha (dd/mm/aaaa) ,Clasificación de la Entidad,Clase de Cuenta,Orden,Cuenta,Tasa (%),Monto (COP)
09/11/2008,Total establecimientos,CDT,113,A 360 días,9.65670342584939,3330.55723
09/12/2008,Total establecimientos,CDT,107,A 90 días,10.4228885300913,197583.29609
09/12/2008,Total establecimientos,CDT,111,A 180 días,10.4574970619124,83430.45653
09/12/2008,Total establecimientos,CDT,113,A 360 días,10.6212016064423,17331.1064
09/15/2008,Total establecimientos,CDT,107,A 90 días,10.0248503086456,171826.58455
09/15/2008,Total establecimientos,CDT,111,A 180 días,9.45982475838198,52173.59594
09/15/2008,Total establecimientos,CDT,113,A 360 días,11.0340656578117,44066.99044
09/16/2008,Total establecimientos,CDT,107,A 90 días,10.1640095699649,134480.6008
09/16/2008,Total establecimientos,CDT,111,A 180 días,10.2334804611408,48731.1555
09/16/2008,Total establecimientos,CDT,113,A 360 días,10.4415443452289,8037.32654
09/17/2008,Total establecimientos,CDT,107,A 90 días,9.33459471937283,79753.07627
09/17/2008,Total establecimientos,CDT,111,A 180 días,10.0438997075601,76956.61543
09/17/2008,Total establecimientos,CDT,113,A 360 días,10.2461391606526,6760.65624
09/18/2008,Total establecimientos,CDT,107,A 90 días,9.72282718278587,87797.79792
09/18/2008,Total establecimientos,CDT,111,A 180 días,9.97153946681419,44513.87689
09/18/2008,Total establecimientos,CDT,113,A 360 días,10.1457425993947,3907.97333
09/19/2008,Total establecimientos,CDT,107,A 90 días,9.99735219446688,96701.29137
09/19/2008,Total establecimientos,CDT,111,A 180 días,10.2830997934333,67863.69354
09/19/2008,Total establecimientos,CDT,113,A 360 días,9.69054309602832,4026.82644
09/22/2008,Total establecimientos,CDT,107,A 90 días,9.74140495893722,119334.54642
09/22/2008,Total establecimientos,CDT,111,A 180 días,9.45000335666184,41334.31531
09/22/2008,Total establecimientos,CDT,113,A 360 días,10.7737921076509,12234.34646
09/23/2008,Total establecimientos,CDT,107,A 90 días,9.48373425215425,61675.18959
09/23/2008,Total establecimientos,CDT,111,A 180 días,9.27654722643706,19611.03009
09/23/2008,Total establecimientos,CDT,113,A 360 días,10.6765367443999,9299.21878
09/24/2008,Total establecimientos,CDT,107,A 90 días,8.94650662392533,47461.52846
09/24/2008,Total establecimientos,CDT,111,A 180 días,10.3759732244364,54393.10472
09/24/2008,Total establecimientos,CDT,113,A 360 días,10.7047389258161,12401.31376
09/25/2008,Total establecimientos,CDT,107,A 90 días,9.34396888270287,49539.99487
09/25/2008,Total establecimientos,CDT,111,A 180 días,10.3737910845315,83861.08317
09/25/2008,Total establecimientos,CDT,113,A 360 días,11.0770913891001,30657.24928
09/26/2008,Total establecimientos,CDT,107,A 90 días,9.26276960997736,70559.0917
09/26/2008,Total establecimientos,CDT,111,A 180 días,10.6616400287823,107205.45875
09/26/2008,Total establecimientos,CDT,113,A 360 días,9.50186901643851,4344.98258
09/29/2008,Total establecimientos,CDT,107,A 90 días,9.35410592109981,92685.11293
09/29/2008,Total establecimientos,CDT,111,A 180 días,9.5640152861186,59200.03305
09/29/2008,Total establecimientos,CDT,113,A 360 días,10.3405428811207,12117.28774
09/30/2008,Total establecimientos,CDT,107,A 90 días,9.67116296744945,56953.48754
09/30/2008,Total establecimientos,CDT,111,A 180 días,10.7820682911729,60954.96166
09/30/2008,Total establecimientos,CDT,113,A 360 días,10.129538074561,4357.67696
10/01/2008,Total establecimientos,CDT,107,A 90 días,8.73740482550248,46410.38808
10/01/2008,Total establecimientos,CDT,111,A 180 días,10.138062519766,69198.62609
10/01/2008,Total establecimientos,CDT,113,A 360 días,9.49776602347131,5787.73245
10/02/2008,Total establecimientos,CDT,107,A 90 días,9.48540684086175,48632.86421
10/02/2008,Total establecimientos,CDT,111,A 180 días,10.0511092113058,50732.59294
10/02/2008,Total establecimientos,CDT,113,A 360 días,10.0375279990132,6949.55494
10/03/2008,Total establecimientos,CDT,107,A 90 días,8.54060614190946,30861.94502
10/03/2008,Total establecimientos,CDT,111,A 180 días,10.4075842678433,92974.80936
10/03/2008,Total establecimientos,CDT,113,A 360 días,9.65720651161862,5978.67599
10/06/2008,Total establecimientos,CDT,107,A 90 días,9.8973759659829,143165.77976
10/06/2008,Total establecimientos,CDT,111,A 180 días,9.91446138968067,80982.05554
10/06/2008,Total establecimientos,CDT,113,A 360 días,9.48759486712091,8561.13452
10/07/2008,Total establecimientos,CDT,107,A 90 días,9.61114914202569,66411.76672
10/07/2008,Total establecimientos,CDT,111,A 180 días,9.91724957736569,50288.41292
10/07/2008,Total establecimientos,CDT,113,A 360 días,8.59319868725494,3664.61397
10/08/2008,Total establecimientos,CDT,107,A 90 días,10.0039743616674,122536.59432
10/08/2008,Total establecimientos,CDT,111,A 180 días,10.0232313140725,59899.43919
10/08/2008,Total establecimientos,CDT,113,A 360 días,8.88934351888767,5151.84415
10/09/2008,Total establecimientos,CDT,107,A 90 días,10.1441203336278,99810.29591
10/09/2008,Total establecimientos,CDT,111,A 180 días,9.31682055361388,33566.9294
10/09/2008,Total establecimientos,CDT,113,A 360 días,9.814809763825,6706.62712
10/10/2008,Total establecimientos,CDT,107,A 90 días,9.21473862864711,50831.3913
10/10/2008,Total establecimientos,CDT,111,A 180 días,9.70287148298538,43246.31747
10/10/2008,Total establecimientos,CDT,113,A 360 días,8.93226294666814,4527.74812
10/14/2008,Total establecimientos,CDT,107,A 90 días,9.96110445977937,200100.27058
10/14/2008,Total establecimientos,CDT,111,A 180 días,9.90205455682266,95585.59293
10/14/2008,Total establecimientos,CDT,113,A 360 días,9.53408617344226,10969.67086
10/15/2008,Total establecimientos,CDT,107,A 90 días,10.3993995463739,151380.86401
10/15/2008,Total establecimientos,CDT,111,A 180 días,10.2421201820219,62952.88506
10/15/2008,Total establecimientos,CDT,113,A 360 días,8.76014276051048,3950.23399
10/16/2008,Total establecimientos,CDT,107,A 90 días,10.0325351500735,141515.87084
10/16/2008,Total establecimientos,CDT,111,A 180 días,9.55242197962978,51958.64854
10/16/2008,Total establecimientos,CDT,113,A 360 días,8.73850726364432,6809.34824
10/17/2008,Total establecimientos,CDT,107,A 90 días,9.67143989915314,61955.96759
10/17/2008,Total establecimientos,CDT,111,A 180 días,10.5363213315281,95044.07203
10/17/2008,Total establecimientos,CDT,113,A 360 días,10.409934562169,20002.38801
10/20/2008,Total establecimientos,CDT,107,A 90 días,10.2228820369271,210518.08192
10/20/2008,Total establecimientos,CDT,111,A 180 días,10.7267149176135,215881.49699
10/20/2008,Total establecimientos,CDT,113,A 360 días,9.54677957039615,10571.63892
10/21/2008,Total establecimientos,CDT,107,A 90 días,9.98089486697199,95515.69355
10/21/2008,Total establecimientos,CDT,111,A 180 días,10.1030256587906,63487.19319
10/21/2008,Total establecimientos,CDT,113,A 360 días,10.0972658977309,8537.34659
10/22/2008,Total establecimientos,CDT,107,A 90 días,10.0436761429155,107309.5685
10/22/2008,Total establecimientos,CDT,111,A 180 días,10.6663257886411,115409.88646
10/22/2008,Total establecimientos,CDT,113,A 360 días,9.64719006724361,10285.25312
10/23/2008,Total establecimientos,CDT,107,A 90 días,10.5561998078651,182294.38278
10/23/2008,Total establecimientos,CDT,111,A 180 días,9.94044747483314,46325.41963
10/23/2008,Total establecimientos,CDT,113,A 360 días,9.24002021145077,5733.18009
10/24/2008,Total establecimientos,CDT,107,A 90 días,8.73407852931174,40147.05626
10/24/2008,Total establecimientos,CDT,111,A 180 días,10.3285915169619,65933.95942
10/24/2008,Total establecimientos,CDT,113,A 360 días,8.80862508436714,4217.71781
10/27/2008,Total establecimientos,CDT,107,A 90 días,9.9405644710918,150017.75401
10/27/2008,Total establecimientos,CDT,111,A 180 días,9.71645564110674,71593.93513
10/27/2008,Total establecimientos,CDT,113,A 360 días,9.72101216563728,15240.55784
10/28/2008,Total establecimientos,CDT,107,A 90 días,9.56979193204176,73782.07858
10/28/2008,Total establecimientos,CDT,111,A 180 días,9.87915616156529,54572.51894
10/28/2008,Total establecimientos,CDT,113,A 360 días,9.85182259445725,7782.12369
10/29/2008,Total establecimientos,CDT,107,A 90 días,10.3383632020822,184574.98888
10/29/2008,Total establecimientos,CDT,111,A 180 días,10.0852500452784,58389.01848
10/29/2008,Total establecimientos,CDT,113,A 360 días,10.8988824888486,21966.5213
10/30/2008,Total establecimientos,CDT,107,A 90 días,10.4246258288137,174857.97722
10/30/2008,Total establecimientos,CDT,111,A 180 días,10.4285914355125,75621.41398
10/30/2008,Total establecimientos,CDT,113,A 360 días,10.7110186766966,22201.29294
10/31/2008,Total establecimientos,CDT,107,A 90 días,10.0010203700481,71869.22544
10/31/2008,Total establecimientos,CDT,111,A 180 días,9.40706852751872,23310.35692
10/31/2008,Total establecimientos,CDT,113,A 360 días,9.58813010491452,4095.61362
11/04/2008,Total establecimientos,CDT,107,A 90 días,10.3438645624763,266941.17937
11/04/2008,Total establecimientos,CDT,111,A 180 días,10.1006352125757,85922.56339
11/04/2008,Total establecimientos,CDT,113,A 360 días,10.5171945515255,15691.42796
11/05/2008,Total establecimientos,CDT,107,A 90 días,9.72980845643182,80408.02284
11/05/2008,Total establecimientos,CDT,111,A 180 días,10.7181848473088,82645.80213
11/05/2008,Total establecimientos,CDT,113,A 360 días,9.57013050216969,5225.63668
11/06/2008,Total establecimientos,CDT,107,A 90 días,10.1349482995268,147720.65281
11/06/2008,Total establecimientos,CDT,111,A 180 días,10.3562418045213,83319.57861
11/06/2008,Total establecimientos,CDT,113,A 360 días,8.94041056186032,7101.87785
11/07/2008,Total establecimientos,CDT,107,A 90 días,9.33318410530893,39552.62601
11/07/2008,Total establecimientos,CDT,111,A 180 días,10.4930059545291,74151.9434
11/07/2008,Total establecimientos,CDT,113,A 360 días,9.23587108218882,4367.84803
11/10/2008,Total establecimientos,CDT,107,A 90 días,9.93557511464576,136733.03347
11/10/2008,Total establecimientos,CDT,111,A 180 días,9.55850758348537,48416.28386
11/10/2008,Total establecimientos,CDT,113,A 360 días,10.6924276943741,19007.65764
11/11/2008,Total establecimientos,CDT,107,A 90 días,10.0568885899556,73286.27945
11/11/2008,Total establecimientos,CDT,111,A 180 días,9.83536109645559,36712.12931
11/11/2008,Total establecimientos,CDT,113,A 360 días,9.03428947293007,5347.22564
11/12/2008,Total establecimientos,CDT,107,A 90 días,9.64926678040416,85537.57043
11/12/2008,Total establecimientos,CDT,111,A 180 días,10.0373761236171,59271.62372
11/12/2008,Total establecimientos,CDT,113,A 360 días,8.34861752180565,4933.7418
11/13/2008,Total establecimientos,CDT,107,A 90 días,10.4714834682569,146321.51803
11/13/2008,Total establecimientos,CDT,111,A 180 días,10.3819916956688,62677.03486
11/13/2008,Total establecimientos,CDT,113,A 360 días,10.7023862112326,26145.65516
11/14/2008,Total establecimientos,CDT,107,A 90 días,9.41046551926084,48349.32908
11/14/2008,Total establecimientos,CDT,111,A 180 días,10.7768030284542,90229.39443
11/14/2008,Total establecimientos,CDT,113,A 360 días,10.3987407588586,7589.30667
11/18/2008,Total establecimientos,CDT,107,A 90 días,10.0664339208963,174553.22331
11/18/2008,Total establecimientos,CDT,111,A 180 días,10.0855236388174,106503.952
11/18/2008,Total establecimientos,CDT,113,A 360 días,9.25481678154006,9472.15316
11/19/2008,Total establecimientos,CDT,107,A 90 días,10.0708481540258,123555.03908
11/19/2008,Total establecimientos,CDT,111,A 180 días,10.6107308907525,94456.90563
11/19/2008,Total establecimientos,CDT,113,A 360 días,10.3391584637456,9038.70931
11/20/2008,Total establecimientos,CDT,107,A 90 días,9.92715259680426,130355.53912
11/20/2008,Total establecimientos,CDT,111,A 180 días,10.0311794475205,66816.49365
11/20/2008,Total establecimientos,CDT,113,A 360 días,10.828341679689,20081.12722
11/21/2008,Total establecimientos,CDT,107,A 90 días,9.22327829124348,43286.20061
11/21/2008,Total establecimientos,CDT,111,A 180 días,10.0779403142092,40383.28103
11/21/2008,Total establecimientos,CDT,113,A 360 días,9.19209025354779,3544.37764
11/24/2008,Total establecimientos,CDT,107,A 90 días,10.2521683964796,193121.23125
11/24/2008,Total establecimientos,CDT,111,A 180 días,9.73137189049994,58117.41523
11/24/2008,Total establecimientos,CDT,113,A 360 días,10.6894436627079,24662.67052
11/25/2008,Total establecimientos,CDT,107,A 90 días,10.0841222328188,100498.20836
11/25/2008,Total establecimientos,CDT,111,A 180 días,9.35293995072156,24871.92183
11/25/2008,Total establecimientos,CDT,113,A 360 días,11.056282582514,40459.96464
11/26/2008,Total establecimientos,CDT,107,A 90 días,10.4110256183916,181329.32353
11/26/2008,Total establecimientos,CDT,111,A 180 días,9.64260538620956,38498.66475
11/26/2008,Total establecimientos,CDT,113,A 360 días,9.35456627153213,6910.67757
11/27/2008,Total establecimientos,CDT,107,A 90 días,10.5063731887675,186927.77239
11/27/2008,Total establecimientos,CDT,111,A 180 días,10.4828232665587,68275.14116
11/27/2008,Total establecimientos,CDT,113,A 360 días,10.1464296562364,7943.61868
11/28/2008,Total establecimientos,CDT,107,A 90 días,10.1343394006346,133235.75101
11/28/2008,Total establecimientos,CDT,111,A 180 días,10.3510812719159,67644.77779
11/28/2008,Total establecimientos,CDT,113,A 360 días,9.16134270684732,6287.48298
12/01/2008,Total establecimientos,CDT,107,A 90 días,9.18161649784829,68845.25127
12/01/2008,Total establecimientos,CDT,111,A 180 días,10.314311982238,89980.43023
12/01/2008,Total establecimientos,CDT,113,A 360 días,9.90953602593151,10297.94086
12/02/2008,Total establecimientos,CDT,107,A 90 días,10.4599257848322,113811.85739
12/02/2008,Total establecimientos,CDT,111,A 180 días,10.5620361977833,66750.97452
12/02/2008,Total establecimientos,CDT,113,A 360 días,11.3573258457769,57065.26178
12/03/2008,Total establecimientos,CDT,107,A 90 días,10.2806246642938,166268.33858
12/03/2008,Total establecimientos,CDT,111,A 180 días,10.1925069300081,68809.87433
12/03/2008,Total establecimientos,CDT,113,A 360 días,10.3894917509016,12514.00222
12/04/2008,Total establecimientos,CDT,107,A 90 días,10.4321513132011,155892.76619
12/04/2008,Total establecimientos,CDT,111,A 180 días,10.3467618799502,59043.07008
12/04/2008,Total establecimientos,CDT,113,A 360 días,11.4140407912485,62971.27395
12/05/2008,Total establecimientos,CDT,107,A 90 días,10.1786660213376,107688.65784
12/05/2008,Total establecimientos,CDT,111,A 180 días,10.54195404214,76588.62815
12/05/2008,Total establecimientos,CDT,113,A 360 días,11.441673349854,40446.20994
12/09/2008,Total establecimientos,CDT,107,A 90 días,10.3378948404463,283346.42118
12/09/2008,Total establecimientos,CDT,111,A 180 días,10.5312197846146,167360.24291
12/09/2008,Total establecimientos,CDT,113,A 360 días,10.9135616374317,37999.96456
12/10/2008,Total establecimientos,CDT,107,A 90 días,10.1175178772499,120029.80998
12/10/2008,Total establecimientos,CDT,111,A 180 días,10.708481636321,113521.51518
12/10/2008,Total establecimientos,CDT,113,A 360 días,11.2511361426303,41593.03822
12/11/2008,Total establecimientos,CDT,107,A 90 días,9.92445928891752,118219.08975
12/11/2008,Total establecimientos,CDT,111,A 180 días,10.312201119254,83811.29929
12/11/2008,Total establecimientos,CDT,113,A 360 días,11.4035363820826,44334.17353
12/12/2008,Total establecimientos,CDT,107,A 90 días,10.5731019521068,253635.76756
12/12/2008,Total establecimientos,CDT,111,A 180 días,10.8889497243377,236000.26552
12/12/2008,Total establecimientos,CDT,113,A 360 días,9.88392531145823,8108.80031
12/15/2008,Total establecimientos,CDT,107,A 90 días,9.25037646620703,75899.69143
12/15/2008,Total establecimientos,CDT,111,A 180 días,9.83466702184724,65047.87784
12/15/2008,Total establecimientos,CDT,113,A 360 días,10.6467122935753,28764.04513
12/16/2008,Total establecimientos,CDT,107,A 90 días,10.4248351583276,178283.76188
12/16/2008,Total establecimientos,CDT,111,A 180 días,10.3351359651871,75946.8428
12/16/2008,Total establecimientos,CDT,113,A 360 días,11.1762478699741,17498.54199
12/17/2008,Total establecimientos,CDT,107,A 90 días,10.1150996546191,156955.98648
12/17/2008,Total establecimientos,CDT,111,A 180 días,10.2691066005236,79395.80274
12/17/2008,Total establecimientos,CDT,113,A 360 días,10.4465712095154,62717.82115
12/18/2008,Total establecimientos,CDT,107,A 90 días,10.4887961036815,228953.41145
12/18/2008,Total establecimientos,CDT,111,A 180 días,10.7304677812952,107577.27006
12/18/2008,Total establecimientos,CDT,113,A 360 días,11.1847310925543,159038.72662
12/19/2008,Total establecimientos,CDT,107,A 90 días,10.3715785757178,183374.29758
12/19/2008,Total establecimientos,CDT,111,A 180 días,10.495132429865,92761.59868
12/19/2008,Total establecimientos,CDT,113,A 360 días,10.8705124953872,26689.28136
12/22/2008,Total establecimientos,CDT,107,A 90 días,9.16390854879334,73037.68576
12/22/2008,Total establecimientos,CDT,111,A 180 días,9.82662678508795,66362.32506
12/22/2008,Total establecimientos,CDT,113,A 360 días,11.0305196471379,34052.95716
12/23/2008,Total establecimientos,CDT,107,A 90 días,9.24007248376511,52169.98903
