nordemp	nordest	dpto	ciiu4	periodo	c4r1c1n	c4r1c2n	c4r2c1e	c4r2c2e	c4r1c1	c4r1c2	c4r1c3	c4r1c4	c4r4c1t	c4r4c2t	c4r1c3n	c4r1c4n	c4r2c3e	c4r2c4e	c4r2c1	c4r2c2	c4r2c3	c4r2c4	c4r4c3t	c4r4c4t	c4r1c5n	c4r1c6n	c4r2c5e	c4r2c6e	c4r3c1	c4r3c2	c4r3c3	c4r3c4	c4r4c5t	c4r4c6t	c4r1c7n	c4r1c8n	c4r2c7e	c4r2c8e	c4r4c1	c4r4c2	c4r4c3	c4r4c4	c4r4c7t	c4r4c8t	c4r6mn	c4r6hn	c4r6me	c4r6he	c4r6om	c4r6oh	c4r6dm	c4r6dh	c4r6tm	c4r6th	c4r1c9n	c4r1c10n	c4r2c9e	c4r2c10e	c4r5c1	c4r5c2	c4r5c3	c4r5c4	c4r4c9t	c4r4c10t	c3r2pt	c3r2c1	c3r2c2	c3r2c3	c3r3pt	c3r3c1	c3r3c2	c3r3c3	c3r4pt	c3r4c1	c3r4c2	c3r4c3	c3r5pt	c3r5c1	c3r5c2	c3r5c3	c3r6pt	c3r6c1	c3r6c2	c3r6c3	c3r7pt	c3r7c1	c3r7c2	c3r7c3	c3r8pt	c3r8c1	c3r8c2	c3r8c3	r1csap	r2csap	r3csap	r4csap	c3r9pt	c3r9c1	c3r9c2	c3r9c3	c3r10pt	c3r10c1	c3r10c2	c3r10c3	c3r44c2	c3r44c3	c3r40c2	c3r40c3	c3r14c1	c3r14c3	c3r41c1	c3r41c2	c3r41c3	c3r13c1	c3r13c2	c3r13c3	c3r45c2	c3r45c3	c3r15c1	c3r15c2	c3r15c3	c3r16c1	c3r16c2	c3r16c3	c3r17c1	c3r17c2	c3r17c3	c3r18c1	c3r18c2	c3r18c3	c3r21c1	c3r21c2	c3r21c3	c3r36c1	c3r36c2	c3r36c3	c3r22c1	c3r22c2	c3r22c3	c3r25c2	c3r25c3	C3R20C1	C3R20C2	C3R20C3	c3r23c1	c3r23c2	c3r23c3	c3r42c1	c3r42c2	c3r42c3	c3r24c1	c3r24c2	c3r24c3	c3r37c1	c3r37c2	c3r37c3	c3r38c2	c3r38c3	c3r26c2	c3r26c3	c3r31c2	c3r31c3	c3r27c1	c3r27c2	c3r27c3	c3r46c2	c3r46c3	c3r35c1	c3r35c2	c3r35c3	c5r1c1	c3r19c3	c5r1c2	c5r1c3	c5r1c5	c5r1c4	c5r1c7	c6r1c1	c6r1c3	c6r2c1	c6r2c3	c6r3c1	c6r3c3	c6r4c1	c6r4c3	c6r5c1	c6r5c3	c7r1c1	c7r5c1	c7r6c1	c7c4r1	c7c5r1	c7r8c1	c7r10c1	c7c2r2	c7c3r2	c7c4r2	c7c5r2	c7c6r2	c7c7r2	c7c1r3	c7c2r3	c7c3r3	c7c4r3	c7c5r3	c7c6r3	c7c7r3	c7c2r4	c7c3r4	c7c4r4	c7c5r4	c7c6r4	c7c7r4	c7c2r5	c7c7r5	c7c1r19	c7c2r19	c7c3r19	c7c4r19	c7c5r19	c7c6r19	c7c7r19	c7c3r6	c7c4r6	c7c5r6	c7c7r6	c7c2r7	c7c3r7	c7c4r7	c7c5r7	c7c6r7	c7c7r7	c7r1c2	c7r5c2	c7r6c2	c7c4r8	c7c5r8	c7r8c2	c7r10c2	c7r1c4	c7r5c4	c7r6c4	c7c4r10	c7c5r10	c7r8c4	c7r10c4	c7c2r11	c7c3r11	c7c4r11	c7c5r11	c7c6r11	c7c7r11	c7c1r12	c7c2r12	c7c3r12	c7c4r12	c7c5r12	c7c6r12	c7c7r12	c7c2r13	c7c3r13	c7c4r13	c7c5r13	c7c6r13	c7c7r13	c7r1c6	c7r5c6	c7r6c6	c7c4r14	c7c5r14	c7r8c6	c7r10c6	c7r5c7	c7r6c7	c7c4r15	c7c5r15	c7r8c7	c7r10c7	c7r16c1	c7r16c2	c7r16c3	c7r16c4	c7r16c5	c7r16c6	c7r16c7	c7r17c2	c7r17c3	c7r17c4	c7r17c5	c7r17c6	c7r17c7	c7r18c2	c7r18c3	c7r18c4	c7r18c5	c7r18c6	c7r18c7	c2r5CERT	PETROC	PETROV	PETROAUTO	PETROCO	DIESC	DIESV	DIESAUTO	DIESCO	FUELC	FUELV	FUELAUTO	FUELCO	GASOLC	GASOLV	GASOLAUTO	GASOLCO	KEROSC	KEROSV	KEROSAUTO	KEROSCO	GASNC	GASNV	GASNAUTO	GASNCO	GASPC	GASPV	GASPAUTO	GASPCO	CARBONMC	CARBONMV	CARBONMAUTO	CARBONMCO	CARBONCC	CARBONCV	CARBONCAUTO	CARBONCCO	CARBONVC	CARBONVV	CARBONVAUTO	CARBONVCO	LENAC	LENAV	LENAAUTO	LENACO	BAGAC	BAGAV	BAGAAUTO	BAGACO	CASCAC	CASCAV	CASCAAUTO	CASCACO	CASCAFC	CASCAFV	CASCAFAUTO	CASCAFCO	RESPALC	RESPALV	RESPALAUTO	RESPALCO	TOTALV	PRODBR2	PRODBIND	CONSMATE	CONSIN	CONSIN2	PRESSPER	SALARPER	PRESPYTE	SALPEYTE	EELEC	REMUTEMP	INVEBRTA	ACTIVFI	DEPRECIA	PERTOTAL	PERTEM3	PERSOCU	PERSOESC	PPERYTEM	PERAPREN	SALAPREN	VALAGRI	VALORCOM	VALORCX	PORCVT	VALORVEN
978051	977648	5	1410	2023	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	3	11	9	27	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	0	0	0	0	1	0	2	0	3	0	0	1	0	0	17	3	16	12	33	16	23111	380144	406743	809998	5862	90551	98431	194844	0	0	0	0	3667	63826	68617	136110	992	15685	16554	33231	0	0	0	0	0	0	124655	124655	0	7249	23060	30309	2447	44978	21305	68730	36079	602433	759365	1397877	555023	555023	0	0	614393	614393	0	0	0	0	0	0	0	0	2364	148591	150955	37030	72911	109941	6290	23052	29342	2783	3503	6286	4123	5321	9444	530	14470	15000	0	1350	1350	28336	28336	0	0	0	10793	9635	20428	0	0	0	0	0	0	0	6353	6353	0	0	0	0	71736	71736	0	21609	21609	21268	21268	678306	983158	1661464	33396	28145	0	0	0	33396	0	585350	625420	0	0	1235935	1485600	0	0	1821285	2111020	0	0	206135	45886	86968	52400	391389	0	12923	4347	1859	0	19129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12923	4347	1859	0	19129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219058	50233	88827	52400	410518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2185153	2185153	547749	706451	1254200	194844	809998	364185	809998	33396	0	19129	410518	0	49	0	40	40	40	3	30309	930953	487607	0	0	1651019
978056	977653	5	1410	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	15	12	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	15	12	15	0	0	410202	410202	0	0	98448	98448	0	0	0	0	0	0	73836	73836	0	0	17228	17228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	599714	599714	0	0	0	0	498727	498727	176258	0	176258	0	0	0	0	0	0	9972	9972	0	343654	343654	0	0	0	0	352	352	0	1555	1555	0	14598	14598	0	9122	9122	0	0	0	0	0	0	8598	8598	0	0	0	0	0	0	0	29892	29892	0	0	0	0	0	0	0	23286	23286	22035	22035	674985	463064	1138049	36893	19184	0	0	0	36893	0	640835	416201	0	0	0	0	0	0	640835	416201	0	0	0	15056	5655	0	20711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15056	5655	0	20711	0	0	1500	565	0	2065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5184688	5184688	1361494	517911	1879405	98448	410202	189512	410202	36893	0	0	20711	2065	27	0	27	27	27	0	0	3305283	1136860	0	0	5184688
978059	977656	5	1410	2023	0	0	0	0	0	0	0	0	0	0	2	2	0	0	95	6	1	1	98	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	3	2	2	2	0	0	98	8	1	1	101	11	148949	1417169	28577	1594695	31279	297605	6002	334886	0	0	0	0	21502	204582	7734	233818	5960	56687	2143	64790	0	0	0	0	0	0	0	0	0	69600	0	69600	0	130171	0	130171	207690	2175814	44456	2427960	0	0	0	0	6489	6489	0	0	0	0	0	0	23270	23270	0	50302	50302	57376	0	57376	0	0	0	0	26633	26633	13044	3381	16425	0	3696	3696	0	0	0	0	0	0	0	0	28770	31888	60658	0	0	0	0	0	0	0	1271	1271	8772	8772	0	0	0	0	82568	10691	93259	0	0	188247	159904	348151	170610	109345	0	0	0	170610	0	0	0	0	0	0	0	0	0	0	0	287600	280000	1037620	94468	132962	0	1832650	0	29722	1399	1355	0	32476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29722	1399	1355	0	32476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287600	280000	1067342	95867	134317	0	1865126	14000	46583	28949	58431	0	147963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3867759	3867759	122247	215024	337271	334886	1594695	633494	1594695	170610	0	32476	1865126	147963	112	0	107	107	107	5	69600	3530488	122247	0	0	3867759
978063	977660	5	1410	2023	0	0	0	0	0	0	0	0	0	0	2	3	0	0	38	16	48	46	88	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	23	0	25	1	4	4	0	0	38	16	71	47	113	67	219126	1301985	3961911	5483022	54781	325496	990477	1370754	0	0	0	0	32869	195298	594286	822453	9672	53010	164576	227258	0	0	0	0	0	0	15465	15465	0	0	351886	351886	23188	148065	2538010	2709263	339636	2023854	8616611	10980101	52280	52280	0	0	24242462	24242462	0	0	0	0	0	0	795224	795224	19673	745440	765113	0	4120793	4120793	0	0	0	0	70856	70856	7202	292171	299373	95869	1775581	1871450	84365	1446281	1530646	692504	692504	0	0	0	85813	277875	363688	30551	0	30551	0	0	0	0	494838	494838	16556	16556	0	0	419629	419629	3560907	27526372	31087279	1274878	1274878	28126842	40001278	68128120	234246	164136	0	0	0	234246	0	2987983	2145511	3801526	4546328	11558218	8218450	3313025	0	21660752	14910289	0	12003762	1640457	7278951	5944171	411924	27279265	0	1583141	630814	845211	31760	3090926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1583141	630814	845211	31760	3090926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	684390	0	0	0	0	684390	44328	0	0	0	0	44328	0	11319372	3223598	7909765	6789382	443684	29685801	6695	154387	467036	292955	32048	953121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1987	2300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2300	89172183	88427381	27347961	24648006	51995967	1370754	5483022	2420465	5483022	234246	0	2406536	29685801	953121	180	0	153	153	153	26	351886	37176216	30803507	0	0	90605044
978064	977661	5	1410	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	32	42	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	44	34	44	34	0	0	2774448	2774448	0	0	605662	605662	0	0	0	0	0	0	347666	347666	0	0	111533	111533	0	0	0	0	0	0	0	0	0	0	40800	40800	0	0	109122	109122	0	0	3989231	3989231	11297199	11297199	0	0	5455852	5455852	0	4629390	4629390	0	67040	67040	2489702	2489702	0	891388	891388	0	184676	184676	0	0	0	0	25158	25158	0	26886	26886	0	55401	55401	0	369604	369604	161974	161974	0	0	0	244403	2087	246490	0	0	0	0	0	0	0	34034	34034	13508	13508	0	0	4540177	4540177	0	7363648	7363648	544958	544958	5700255	32696830	38397085	157300	94537	0	0	0	157300	0	4129012	4069967	959590	1091012	1668897	632011	0	0	6757499	5792990	9053000	0	1073600	55000	168000	0	10349600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9053000	0	1073600	55000	168000	0	10349600	0	16500	2300	3100	0	21900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39573476	39442054	20080253	5794792	25875045	605662	2774448	1064861	2774448	157300	0	0	10349600	21900	78	0	74	74	74	4	40800	13698431	19911163	81988	19873384	44124136
978065	977662	5	1399	2023	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	10	4	2	5	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	10	4	2	6	13	49790	187039	366770	603599	11493	45718	85604	142815	0	0	0	0	11172	41964	62294	115430	1992	7482	16032	25506	0	0	0	0	0	0	0	0	6247	0	0	6247	6668	80509	102230	189407	87362	362712	632930	1083004	4013118	4013118	0	0	0	0	0	0	0	0	0	0	289402	289402	0	659771	659771	167800	71044	238844	2030	1716	3746	1723	30911	32634	2863	8247	11110	0	9024	9024	0	27852	27852	69679	69679	0	0	0	27768	108	27876	81583	0	81583	0	0	0	0	114348	114348	0	0	0	0	118037	118037	34362	119046	153408	30394	30394	318129	5562697	5880826	49603	27331	0	0	0	49603	0	419988	546185	0	0	149729	37773	284063	303204	853780	887162	0	339966	620996	0	0	0	960962	24648	35125	0	0	0	59773	0	0	0	33681	0	0	33681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75065	0	0	0	75065	0	24648	110190	33681	0	0	168519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364614	731186	33681	0	0	1129481	17554	21920	340	0	0	39814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50240	80334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80334	8710649	8710649	4536069	391432	4927501	142815	603599	283751	603599	49603	0	168519	1129481	39814	19	0	18	18	18	1	6247	3783148	4662265	0	0	8833801
978067	977664	5	1311	2023	0	0	0	0	0	0	0	0	0	0	0	10	0	0	4	4	5	3	9	17	0	0	0	0	17	76	1	2	18	78	0	0	0	0	12	16	1	0	13	16	0	3	0	0	0	0	0	0	0	3	0	13	0	0	33	96	7	5	40	114	196136	127809	757873	1081819	42711	34629	142865	220205	0	1461968	106416	1568384	40769	310127	126704	477600	15531	114080	61866	191477	0	0	0	0	0	713136	22140	735276	46400	0	0	46400	1540	14293	9136	24969	343088	3096027	1280065	4719180	14040	14040	0	0	0	0	0	152877	152877	0	0	0	0	0	10825	61401	72227	311538	66841	378379	0	0	0	139229	21628	160857	33131	11306	44438	3381	8979	12360	0	0	0	171923	171923	0	0	0	1700073	59833	1759907	169434	0	169434	0	0	0	0	203615	203615	80445	80445	0	0	3618659	3618659	129859	13509	143368	104863	104863	2497472	4589920	7087392	9650514	4461113	0	0	0	9650514	0	12504112	2957866	890414	647151	1643916	1413223	0	0	15038442	5018239	7758187	11204056	15643877	223899	42567	123447	34996033	0	1143287	6881	0	0	1150168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1143287	6881	0	0	1150168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7758187	11204056	16787164	230780	42567	123447	36146201	184104	659396	24699	7413	65967	941578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13334	50604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50604	48843593	49086856	19933445	7592464	27525909	220205	1081819	1359798	2179687	9650514	1568384	1150168	36146201	941578	154	96	26	26	122	4	46400	21317684	19910179	3119759	0	49058947
978073	977670	5	1392	2023	0	0	0	0	0	0	0	0	0	0	9	6	0	0	31	36	32	32	72	74	6	16	0	0	15	40	11	17	32	73	0	3	0	0	18	28	16	13	34	44	3	0	0	0	0	0	2	1	5	1	18	25	0	0	64	104	61	63	143	192	531206	1360541	3867339	5759085	126333	318716	723975	1169024	485364	1228117	651797	2365278	176311	437250	782321	1395882	58991	104985	288665	452641	2395	0	10134	12529	92231	1149356	679245	1920833	40303	0	34540	74842	114762	371926	677241	1163929	1762583	5311692	7903823	14978099	4463444	4463444	0	0	1404910	1404910	13898	75848	89746	0	73500	73500	1913583	1913583	43754	407251	451004	633000	1000104	1633105	11636	45815	57451	44436	193764	238200	362883	19964	382847	2589	52344	54933	0	440689	440689	228763	228763	0	0	0	610003	76897	686900	50209	0	50209	0	97243	97243	0	337886	337886	75652	75652	17046	17046	1062675	1062675	684261	2525626	3209887	128906	128906	3861579	13237000	17098579	1516359	934069	0	0	0	1516359	0	9650333	8345251	1028357	1614389	9644029	8361409	3615535	2798174	23938255	21119222	2641252	3833375	5166040	738385	845226	170842	13395120	0	150504	72348	99824	0	322676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	605918	0	0	0	605918	0	0	0	0	0	0	0	0	0	0	0	0	756422	72348	99824	0	928594	0	0	0	0	0	0	0	0	266838	247223	23779	0	537839	0	0	0	0	0	0	0	0	0	0	0	0	0	2641252	3833375	5655624	563510	921271	170842	13785875	43924	463832	47081	66232	15856	636925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9101	19448	0	0	0	0	0	0	489	258848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278296	61453771	60867739	28558879	6178153	34737032	1169024	5759085	3739659	7414780	1516359	2365278	928594	13785875	636925	335	105	146	146	251	6	74842	26716739	27254880	5552003	12408913	62714326
978085	977682	5	1391	2023	0	0	0	0	0	0	0	0	0	0	5	15	0	0	32	54	21	13	58	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	13	1	0	12	13	0	1	0	0	0	0	0	1	0	2	5	16	0	0	43	67	22	14	70	97	751458	1259792	1713669	3724919	150397	267155	306366	723918	0	0	0	0	130859	185538	301059	617456	33660	57566	96322	187548	0	0	0	0	0	400896	23244	424140	15600	0	15600	31200	221549	443559	183647	848755	1303523	2614506	2639907	6557936	0	0	127441	127441	0	0	1800	0	1800	0	11773	11773	327036	327036	81383	57003	138386	563194	198730	761924	0	0	0	91718	73123	164841	306087	12074	318161	2036	14040	16076	0	19403	19403	110679	110679	0	0	0	405292	2040	407332	0	0	0	0	0	0	0	78903	78903	0	0	1124	1124	184085	184085	1423722	565029	1988751	21971	21971	2875232	1804454	4679686	735	456	0	0	0	735	0	2116247	1955188	1241596	1364355	2779002	1363577	0	0	6136845	4683120	0	425257	7568091	187812	113620	195184	8489964	0	30100	27442	0	0	57542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30100	27442	0	0	57542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425257	7598191	215254	113620	195184	8547506	8172	1351037	43990	14120	37260	1454579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	694	26995103	26872344	9167731	1851756	11019487	723918	3724919	1528922	3724919	735	0	57542	8547506	1454579	167	0	140	140	140	2	31200	15975616	9344588	3440717	267012	26025911
978119	977716	5	1391	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	20	13	7	15	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	2	20	13	7	15	28	0	464850	1324859	1789709	0	113708	291204	404912	0	0	0	0	0	75392	222237	297629	0	19067	87599	106666	0	0	0	0	0	0	0	0	17284	0	0	17284	989	67016	107430	175435	18273	740033	2033329	2791635	2205114	2205114	0	0	2743425	2743425	0	0	0	0	0	0	364144	364144	0	214121	214121	0	721430	721430	0	0	0	15797	42928	58725	9745	6497	16242	1737	15633	17370	0	0	0	69607	69607	0	0	0	145683	20857	166540	0	0	0	0	0	0	0	64540	64540	245	245	23376	23376	0	0	55707	275445	331152	2979	2979	2972094	4026916	6999010	340116	200640	0	0	0	340116	0	4256726	3042757	696814	593405	420207	446538	1214810	380038	6588557	4462738	0	0	3005598	13329	0	45460	3064387	0	74000	0	0	0	74000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74000	0	0	0	74000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3079598	13329	0	45460	3138387	0	157894	2979	0	3637	164510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11565129	11668538	7557830	3117027	10674857	404912	1789709	809207	1789709	340116	0	74000	3138387	164510	43	0	42	42	42	1	17284	890272	6336463	2271066	131804	11515279
978127	977724	5	1410	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	18	83	4	185	22	0	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7	0	0	0	0	0	102	18	97	4	199	22	0	2610339	2088233	4698572	0	619833	483824	1103657	0	0	105848	105848	0	411524	277779	689303	0	59176	90994	150170	0	0	0	0	0	0	0	0	0	0	77604	77604	0	320919	209396	530315	0	4021791	3358202	7379993	0	0	0	0	1494367	1494367	0	0	0	0	0	0	364176	364176	50754	251729	302483	329104	875139	1204243	0	0	0	0	56301	56301	17020	14130	31150	9807	44073	53880	0	250893	250893	109010	109010	0	0	0	51959	0	51959	0	0	0	0	0	0	0	75681	75681	19966	19966	0	0	257427	257427	1922429	2005220	3927649	44477	44477	3875440	4368222	8243662	520987	289936	0	0	0	520987	0	749967	942006	3237646	2652919	3738378	3815605	0	0	7725991	7410530	284747	442841	925044	134227	437004	0	2223863	0	748047	79721	171869	0	999637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	748047	79721	171869	0	999637	0	0	0	0	0	0	0	27903	223949	63927	73325	0	389104	0	0	0	0	0	0	0	0	0	0	0	0	0	284747	414938	1449142	150021	535548	0	2834396	9300	95634	32928	40684	0	178546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23159542	23744269	6364429	2242947	8607376	1103657	4698572	1974884	4772666	520987	105848	999637	2834396	178546	221	7	207	207	214	7	77604	14552166	6511465	0	3115574	24072893
978129	977726	5	1391	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	43	12	9	30	52	0	0	0	0	9	13	6	5	15	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	2	3	0	0	0	0	28	58	19	15	47	73	0	1438323	546335	1984658	0	340631	152645	493276	0	376259	208741	585000	0	280931	139989	420920	0	73309	37602	110911	0	0	0	0	0	0	0	0	0	5508	23288	28796	0	132695	82714	215409	0	2733469	1239592	3973061	0	0	67412	67412	0	0	0	75415	75415	0	22716	22716	0	0	15683	217925	233608	18635	68969	87604	800	29776	30576	57947	40714	98661	2648	82018	84666	10212	20676	30888	0	32485	32485	71747	71747	0	0	0	162235	127152	289387	0	0	0	0	0	0	0	86857	86857	111200	111200	0	0	691950	691950	0	225467	225467	25559	25559	268160	1998038	2266198	855000	576877	0	0	0	855000	0	706219	284388	1669800	569963	1625814	1223137	0	0	4001833	2077488	0	6983846	3464039	81246	0	78316	10607447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6983846	3464039	81246	0	78316	10607447	26522	168652	1190	0	2039	198403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47800	219593	0	0	0	0	0	0	0	0	0	0	64170	151251	0	0	0	0	0	0	509	245621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	616465	15055161	16154998	6115111	1461502	7576613	493276	1984658	1200607	2394158	855000	585000	0	10607447	198403	120	33	82	82	115	5	28796	7478548	5693280	0	18574	11313770
