nordemp	nordest	dpto	ciiu4	periodo	c4r1c1n	c4r1c2n	c4r2c1e	c4r2c2e	c4r1c1	c4r1c2	c4r1c3	c4r1c4	c4r4c1t	c4r4c2t	c4r1c3n	c4r1c4n	c4r2c3e	c4r2c4e	c4r2c1	c4r2c2	c4r2c3	c4r2c4	c4r4c3t	c4r4c4t	c4r1c5n	c4r1c6n	c4r2c5e	c4r2c6e	c4r3c1	c4r3c2	c4r3c3	c4r3c4	c4r4c5t	c4r4c6t	c4r1c7n	c4r1c8n	c4r2c7e	c4r2c8e	c4r4c1	c4r4c2	c4r4c3	c4r4c4	c4r4c7t	c4r4c8t	c4r6mn	c4r6hn	c4r6me	c4r6he	c4r6om	c4r6oh	c4r6dm	c4r6dh	c4r6tm	c4r6th	c4r1c9n	c4r1c10n	c4r2c9e	c4r2c10e	c4r5c1	c4r5c2	c4r5c3	c4r5c4	c4r4c9t	c4r4c10t	c3r2pt	c3r2c1	c3r2c2	c3r2c3	c3r3pt	c3r3c1	c3r3c2	c3r3c3	c3r4pt	c3r4c1	c3r4c2	c3r4c3	c3r5pt	c3r5c1	c3r5c2	c3r5c3	c3r6pt	c3r6c1	c3r6c2	c3r6c3	c3r7pt	c3r7c1	c3r7c2	c3r7c3	c3r8pt	c3r8c1	c3r8c2	c3r8c3	r1csap	r2csap	r3csap	r4csap	c3r9pt	c3r9c1	c3r9c2	c3r9c3	c3r10pt	c3r10c1	c3r10c2	c3r10c3	c3r44c2	c3r44c3	c3r40c2	c3r40c3	c3r14c1	c3r14c3	c3r41c1	c3r41c2	c3r41c3	c3r13c1	c3r13c2	c3r13c3	c3r45c2	c3r45c3	c3r15c1	c3r15c2	c3r15c3	c3r16c1	c3r16c2	c3r16c3	c3r17c1	c3r17c2	c3r17c3	c3r18c1	c3r18c2	c3r18c3	c3r21c1	c3r21c2	c3r21c3	c3r36c1	c3r36c2	c3r36c3	c3r22c1	c3r22c2	c3r22c3	c3r25c2	c3r25c3	C3R20C1	C3R20C2	C3R20C3	c3r23c1	c3r23c2	c3r23c3	c3r42c1	c3r42c2	c3r42c3	c3r24c1	c3r24c2	c3r24c3	c3r37c1	c3r37c2	c3r37c3	c3r38c2	c3r38c3	c3r26c2	c3r26c3	c3r31c2	c3r31c3	c3r27c1	c3r27c2	c3r27c3	c3r46c2	c3r46c3	c3r35c1	c3r35c2	c3r35c3	c5r1c1	c3r19c3	c5r1c2	c5r1c3	c5r1c5	c5r1c4	c5r1c7	c6r1c1	c6r1c3	c6r2c1	c6r2c3	c6r3c1	c6r3c3	c6r4c1	c6r4c3	c6r5c1	c6r5c3	c7r1c1	c7r5c1	c7r6c1	c7c4r1	c7c5r1	c7r8c1	c7r10c1	c7c2r2	c7c3r2	c7c4r2	c7c5r2	c7c6r2	c7c7r2	c7c1r3	c7c2r3	c7c3r3	c7c4r3	c7c5r3	c7c6r3	c7c7r3	c7c2r4	c7c3r4	c7c4r4	c7c5r4	c7c6r4	c7c7r4	c7c2r5	c7c7r5	c7c1r19	c7c2r19	c7c3r19	c7c4r19	c7c5r19	c7c6r19	c7c7r19	c7c3r6	c7c4r6	c7c5r6	c7c7r6	c7c2r7	c7c3r7	c7c4r7	c7c5r7	c7c6r7	c7c7r7	c7r1c2	c7r5c2	c7r6c2	c7c4r8	c7c5r8	c7r8c2	c7r10c2	c7r1c4	c7r5c4	c7r6c4	c7c4r10	c7c5r10	c7r8c4	c7r10c4	c7c2r11	c7c3r11	c7c4r11	c7c5r11	c7c6r11	c7c7r11	c7c1r12	c7c2r12	c7c3r12	c7c4r12	c7c5r12	c7c6r12	c7c7r12	c7c2r13	c7c3r13	c7c4r13	c7c5r13	c7c6r13	c7c7r13	c7r1c6	c7r5c6	c7r6c6	c7c4r14	c7c5r14	c7r8c6	c7r10c6	c7r5c7	c7r6c7	c7c4r15	c7c5r15	c7r8c7	c7r10c7	c7r16c1	c7r16c2	c7r16c3	c7r16c4	c7r16c5	c7r16c6	c7r16c7	c7r17c2	c7r17c3	c7r17c4	c7r17c5	c7r17c6	c7r17c7	c7r18c2	c7r18c3	c7r18c4	c7r18c5	c7r18c6	c7r18c7	c2r5CERT	PETROC	PETROV	PETROAUTO	PETROCO	DIESC	DIESV	DIESAUTO	DIESCO	FUELC	FUELV	FUELAUTO	FUELCO	GASOLC	GASOLV	GASOLAUTO	GASOLCO	KEROSC	KEROSV	KEROSAUTO	KEROSCO	GASNC	GASNV	GASNAUTO	GASNCO	GASPC	GASPV	GASPAUTO	GASPCO	CARBONMC	CARBONMV	CARBONMAUTO	CARBONMCO	CARBONCC	CARBONCV	CARBONCAUTO	CARBONCCO	CARBONVC	CARBONVV	CARBONVAUTO	CARBONVCO	LENAC	LENAV	LENAAUTO	LENACO	BAGAC	BAGAV	BAGAAUTO	BAGACO	CASCAC	CASCAV	CASCAAUTO	CASCACO	CASCAFC	CASCAFV	CASCAFAUTO	CASCAFCO	RESPALC	RESPALV	RESPALAUTO	RESPALCO	TOTALV	PRODBR2	PRODBIND	CONSMATE	CONSIN	CONSIN2	PRESSPER	SALARPER	PRESPYTE	SALPEYTE	EELEC	REMUTEMP	INVEBRTA	ACTIVFI	DEPRECIA	PERTOTAL	PERTEM3	PERSOCU	PERSOESC	PPERYTEM	PERAPREN	SALAPREN	VALAGRI	VALORCOM	VALORCX	PORCVT	VALORVEN
145806	145706	13	2395	2023	0	0	0	0	0	0	0	0	0	0	4	23	0	0	4	38	5	5	13	66	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1	1	1	7	0	0	0	0	0	1	0	0	0	1	4	24	0	0	4	44	6	6	14	74	1843288	992340	319729	3155357	397142	264059	93402	754603	0	0	0	0	337182	230708	77855	645745	84723	39427	18010	142160	3430515	0	0	3430515	37508	141846	55058	234412	5725	10566	8030	24321	97221	57914	19066	174201	6233304	1736859	591150	8561313	0	0	149903	149903	0	0	0	0	0	0	0	0	2854208	2854208	356696	392044	748740	0	0	0	540028	403537	943565	0	132098	132098	130506	72581	203087	18488	29978	48465	14	257716	257729	122617	122617	0	0	0	2358575	11189277	13547852	8157	0	8157	0	0	0	0	467214	467214	271962	271962	0	0	692217	692217	143523	186737	330260	25802	25802	3555987	17247889	20803876	7487856	3229884	0	0	0	7487856	0	2322268	2538386	0	0	0	0	0	0	2322268	2538386	8822631	20231920	39550286	10960	2406991	2199986	73222774	2133901	3915919	39822	130058	0	6219700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269561	498770	0	0	900115	1668447	0	2403462	4414689	39822	130058	900115	7888147	0	0	0	0	0	0	0	0	10576	0	453838	0	464414	0	0	0	0	0	0	0	0	0	0	0	0	0	8822631	22635382	44017137	50782	2083211	3100102	80709245	1288740	5766667	1730	510142	301	7567580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62738	0	0	0	62738	0	0	0	0	0	5472	52960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5405669	5206604	0	0	17924	56336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5315900	101493675	101493675	39474012	12137588	51611600	754603	3155357	4973022	3155357	7487856	0	7888147	80709245	7567580	88	0	79	79	79	2	24321	49882075	42646955	16712777	32796422	105398040
145808	145708	73	1410	2023	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	5	0	0	25	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	26	5	0	1	26	6	0	0	0	0	0	0	0	0	0	423168	0	423168	0	67237	0	67237	0	19806	0	19806	0	0	0	0	0	0	0	0	0	11766	0	11766	0	55807	0	55807	0	686514	0	686514	0	0	0	0	6730	6730	0	0	0	0	0	0	0	0	17161	47040	64201	0	3490	3490	0	0	0	3554	0	3554	0	3450	3450	0	1177	1177	0	0	0	4636	4636	0	0	0	3440	0	3440	0	0	0	0	0	0	0	3853	3853	1331	1331	0	0	70	70	11855	26621	38476	3044	3044	42740	94712	137452	26595	17286	0	0	0	26595	0	0	0	0	0	0	0	0	0	0	0	0	184053	130428	1656	5194	33883	355214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184053	130428	1656	5194	33883	355214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1030928	1030928	0	48171	48171	0	0	213993	296218	26595	423168	0	355214	0	32	30	0	1	30	1	11766	982757	0	0	0	1030872
145812	145712	17	1523	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	12	1	1	33	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	33	12	1	1	34	13	0	0	0	0	0	0	0	0	8261	638051	31440	677752	3023	106569	2411	112003	1127	26132	534	27793	0	0	0	0	0	1005	0	1005	0	8711	0	8711	54218	55901	0	110119	68364	973482	37258	1079103	0	0	0	0	0	0	0	0	0	0	0	0	2416	2416	7791	13982	21773	43896	0	43896	0	0	0	1633	1584	3217	10256	444	10700	1909	2262	4171	56273	0	56273	7208	7208	0	0	0	6968	9868	16835	2926	0	2926	674	0	674	0	10454	10454	3016	3016	0	0	21255	21255	30391	31856	62247	21664	21664	162716	126009	288725	24051	17142	0	0	0	24051	0	23927	0	0	0	0	0	0	0	23927	0	0	0	380958	16325	47001	259058	703343	0	83793	883	0	102478	187153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83793	883	0	102478	187153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464751	17208	47001	361536	890496	0	34770	367	760	70999	106896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	1738293	1738293	222829	94525	317354	0	0	343122	474427	24051	677752	187153	890496	106896	47	46	0	0	46	1	8711	1420939	198903	0	0	1738293
145815	145715	76	1081	2023	0	0	0	0	0	0	0	0	0	0	2	2	0	0	16	10	5	2	23	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	2	2	0	0	16	10	6	4	24	16	124924	418211	168313	711448	35301	106945	44760	187006	0	0	0	0	18589	62612	30241	111442	5168	16896	6925	28989	0	0	0	0	0	0	0	0	0	0	31997	31997	64275	68416	53352	186043	248257	673080	335588	1256925	0	0	6107	6107	0	0	0	0	0	0	0	0	80729	80729	93150	119225	212375	161277	17606	178883	0	0	0	3059	9121	12180	8291	994	9285	10103	30231	40334	0	0	0	20593	20593	0	0	0	72977	0	72977	0	0	0	0	0	0	0	18212	18212	0	0	16212	16212	83993	83993	186752	99432	286184	8614	8614	535609	511069	1046678	116797	77224	0	0	0	116797	0	304431	221050	0	0	9144	7578	0	0	313575	228628	0	0	604974	9082	24355	38270	676681	0	64541	5110	3275	0	72926	0	0	262998	14882	16093	22682	316655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327539	19992	19368	22682	389581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7000	7000	0	0	0	0	7000	7000	0	0	932513	29074	43723	53952	1059262	0	58554	4453	3495	6912	73414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5503622	5499330	3996659	426081	4422740	187006	711448	327437	711448	116797	0	382581	1059262	73414	40	0	37	37	37	3	31997	1080882	3941222	0	0	5502929
145816	145716	11	2229	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	1	1	13	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	13	9	1	1	14	10	0	305317	30240	335557	0	70653	7196	77849	0	0	0	0	0	41738	3946	45684	0	12617	1210	13827	0	0	0	0	0	0	0	0	0	9087	0	9087	0	38391	3360	41751	0	477803	45952	523755	0	0	0	0	0	0	0	960	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2788	0	2788	3503	0	3503	0	137	137	0	0	0	8824	8824	0	0	0	4038	0	4038	0	0	0	0	0	0	0	28271	28271	984	984	0	0	19619	19619	1378415	169049	1547464	8451	8451	1388744	236295	1625039	41888	33448	0	0	0	41888	0	496499	332100	0	0	0	0	0	0	496499	332100	0	0	484938	14403	17221	0	516562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484938	14403	17221	0	516562	0	216691	4184	4630	0	225505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7279	17595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17595	2435619	2435619	1378415	61372	1439787	77849	335557	137360	335557	41888	0	0	516562	225505	24	0	23	23	23	1	9087	995832	1600386	0	0	2336080
145820	145720	76	3290	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	3	0	41760	27040	68800	0	9117	5900	15017	0	0	0	0	0	9187	6246	15433	0	1670	1113	2783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61734	40299	102033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4362	4362	15600	0	15600	0	0	0	0	0	0	956	0	956	1056	0	1056	0	0	0	3408536	3408536	0	0	0	658	0	658	1856	0	1856	0	0	0	0	707254	707254	0	0	0	0	0	0	0	0	0	420400	420400	20126	4540552	4560678	5280	4424	0	0	0	5280	0	184948	69325	0	0	0	0	0	0	184948	69325	0	0	127069	1970	1200	12000	142239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127069	1970	1200	12000	142239	0	12706	197	12	120	13035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494499	494499	167779	24550	192329	15017	68800	33233	68800	5280	0	0	142239	13035	4	0	4	4	4	0	0	302170	127759	0	0	494499
145823	145723	76	1702	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	2	3	3	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	14	3	3	4	17	0	278136	188880	467016	0	69920	43982	113902	0	0	0	0	0	41644	16609	58253	0	11938	7416	19354	0	0	0	0	0	0	0	0	0	0	11700	11700	0	21053	3492	24545	0	422691	272079	694770	0	0	0	0	9279	9279	0	0	0	0	0	0	178253	178253	0	55006	55006	0	0	0	0	0	0	0	0	0	1469	0	1469	1229	9794	11023	0	4444310	4444310	346695	346695	0	0	0	0	0	0	3019	0	3019	0	0	0	0	425700	425700	52660	52660	0	0	92189	92189	0	0	0	21279	21279	14996	5625886	5640882	90138	72329	0	0	0	90138	0	1901550	1902001	467788	456921	36367	36102	211650	198112	2617355	2593136	60000	380000	2377729	25222	0	0	2842951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	0	0	0	0	0	60000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73518	182860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182860	6287633	6298500	3927680	270185	4197865	113902	467016	191509	467016	90138	0	0	60000	0	21	0	20	20	20	1	11700	2089768	1063377	186247	186247	6122793
145825	145725	76	1399	2023	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	9	3	2	4	12	0	1	0	0	0	1	1	0	1	2	0	0	0	0	1	11	1	0	2	11	0	0	0	0	0	0	2	1	2	1	0	2	0	0	2	21	7	3	9	26	40694	249905	202311	492910	9348	66217	45942	121506	38121	12392	26872	77385	8313	47740	42240	98293	2413	14375	12702	29491	0	0	0	0	0	289900	23617	313517	0	0	10010	10010	4689	26420	6618	37727	111920	709986	390810	1212716	97702	97702	0	0	0	0	0	0	0	0	0	0	0	0	16988	48006	64994	51610	17428	69038	23628	318	23945	0	31347	31347	12027	4002	16029	0	18570	18570	0	0	0	17978	17978	0	0	0	302701	3821	306522	11233	0	11233	0	0	0	0	36555	36555	3908	3908	0	0	198528	198528	149024	392297	541322	6073	6073	567212	876532	1443744	496875	267263	0	0	0	496875	0	660339	507836	26077	105625	94724	30259	85352	101572	866492	745292	5152	2949	2488013	16370	47024	35476	2594983	0	906	6514	2882	0	10302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	906	6514	2882	0	10302	0	0	0	0	0	0	0	0	3867	0	0	0	3867	0	0	0	0	0	5233	5233	0	0	0	0	0	0	5152	2949	2485052	22883	49906	30242	2596185	0	212695	4450	1110	0	218255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	992	0	0	0	0	0	0	952	454702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455694	4168073	4088525	1089346	1431044	2520390	121506	492910	272506	547080	496875	77385	5068	2596185	218255	35	3	16	16	19	2	10010	1647683	1003182	24000	0	4111555
145826	145726	76	2229	2023	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	12	1	4	3	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	2	4	4	16	0	203022	96677	299699	0	44319	21104	65423	0	0	0	0	0	26483	12611	39094	0	8121	3867	11988	0	0	0	0	0	0	0	0	0	0	0	0	0	6790	3898	10688	0	288735	138157	426892	1742580	1742580	0	0	0	0	0	0	0	0	0	0	0	0	0	42414	42414	0	0	0	0	0	0	0	3881	3881	0	7121	7121	0	6800	6800	0	0	0	4763	4763	0	0	0	0	1193	1193	0	0	0	0	0	0	0	32673	32673	3092	3092	0	0	18	18	0	93548	93548	3834	3834	0	1941917	1941917	83369	52834	0	0	0	83369	0	406595	344990	0	0	93130	79019	220328	186945	720053	610954	0	0	50396	6122	11160	0	67678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50396	6122	11160	0	67678	0	1020	2433	760	0	4213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2652256	2652256	2399798	52834	2452632	65423	299699	116505	299699	83369	0	0	67678	4213	20	0	19	20	19	0	0	199624	2828334	0	0	2584039
145827	145727	11	2100	2023	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	8	4	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	8	4	10	4	28884	22481	552693	604058	7381	4723	118617	130721	0	0	0	0	3749	2499	52017	58265	1194	796	29632	31622	0	0	0	0	0	0	0	0	0	0	0	0	594	2754	34655	38003	41802	33253	787614	862669	1111351	1111351	0	0	0	0	0	0	0	0	0	0	73064	73064	32173	57096	89269	61689	154540	216229	0	0	0	0	4639	4639	1356	2990	4346	0	10202	10202	0	37821	37821	10832	10832	0	0	0	1507	225	1732	0	0	0	0	0	0	0	21045	21045	0	0	236	236	0	0	9224	75354	84578	32900	32900	105949	1592295	1698244	15480	12849	0	0	0	15480	0	11897	68526	0	0	0	0	232776	190594	244673	259120	0	0	11876	4009	4327	0	20212	0	0	3329	0	0	3329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3329	0	0	3329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11876	7338	4327	0	23541	0	1551	2056	1481	0	5088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	844789	844789	27635	109574	137209	130721	604058	220608	604058	15480	0	3329	23541	5088	14	0	14	14	14	0	0	707580	30577	0	0	844789
145829	145729	76	1811	2023	0	0	0	0	0	0	0	0	0	0	2	0	0	0	14	11	1	2	17	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	14	12	1	2	17	14	30406	345434	248572	624412	7151	78211	57080	142442	0	0	0	0	4287	55709	42208	102204	1337	15624	11076	28037	0	0	0	0	0	0	0	0	0	9493	0	9493	3236	48519	7044	58799	46417	552990	365980	965387	0	0	0	0	210412	210412	0	0	0	0	0	0	2416	2416	0	4443	4443	0	34770	34770	0	0	0	0	7000	7000	0	8863	8863	0	6002	6002	0	0	0	11508	11508	0	0	0	35889	19521	55410	0	0	0	0	0	0	0	17338	17338	738	738	0	0	1765	1765	0	0	0	6193	6193	246301	120557	366858	35298	28238	0	0	0	35298	0	0	0	0	0	0	0	0	0	0	0	0	0	359309	13503	15795	42099	430706	0	0	7128	0	0	7128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7128	0	0	7128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359309	20631	15795	42099	437834	0	16365	283	1309	2932	20889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2412635	2412635	345216	274539	619755	142442	624412	272683	624412	35298	0	7128	437834	20889	31	0	30	30	30	1	9493	1792880	345216	109056	0	2412635
145837	145737	76	3250	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	11	4	0	213341	64029	277370	0	51970	14086	66056	0	0	0	0	0	34041	13781	47822	0	9070	3137	12207	0	0	0	0	0	0	0	0	0	0	0	0	0	338232	380132	718364	0	646654	475165	1121819	0	0	0	0	8580	8580	0	0	0	0	0	0	0	0	1031	62975	64006	2142	9795	11937	0	0	0	0	0	0	874	2597	3471	408	5150	5558	0	0	0	7253	7253	0	0	0	45568	0	45568	177	0	177	0	0	0	0	4003	4003	0	0	0	0	4704	4704	0	2698	2698	13838	13838	58780	113013	171793	16849	7357	0	0	0	16849	0	91846	64210	0	0	25644	17928	0	0	117490	82138	0	0	289877	17188	28781	0	335846	0	4699	1729	0	0	6428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4699	1729	0	0	6428	0	0	0	0	0	0	0	0	0	0	3663	0	3663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294576	18917	25118	0	338611	0	78756	14702	17503	0	110961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	985361	985361	214012	66137	280149	66056	277370	126085	277370	16849	0	6428	338611	110961	15	0	15	15	15	0	0	705212	218433	0	867117	985361
