DIRECTORIO,REGION,DPTO_CAUCA,P3,P4090,P4000,P4031S1,P4031S1A1,P4031S2,P4031S3,P4031S4,P4031S4A1,P4031S5,P70,FEX_P
1251142,5,,1,1,1,1,1,2,2,1,2,2,1,352.73574003
1251143,5,,1,1,1,1,0,2,2,1,2,1,1,371.87902455
1251145,5,,1,1,1,1,1,2,2,1,2,2,1,335.13086544
1251146,5,,1,1,1,1,1,2,2,1,2,2,1,323.98216758
1251147,5,,1,1,1,1,1,2,2,1,2,2,1,315.5337178
1251148,5,,1,1,1,1,1,2,2,1,2,2,1,228.21707482
1251149,5,,1,1,1,1,1,2,2,1,2,2,1,263.24237965
1251150,5,,1,1,1,1,1,2,2,1,2,2,1,323.98216758
1251151,5,,1,1,1,1,1,2,2,1,2,2,1,311.63654926
1251152,5,,1,1,1,1,1,2,2,1,2,2,1,299.29093094
1251153,5,,1,1,1,1,1,2,2,1,2,2,1,284.35346159
1251154,5,,1,1,1,1,1,2,2,1,2,2,1,336.59267982
1251155,5,,1,1,1,1,1,2,2,1,2,2,1,255.36592089
1251156,5,,1,1,1,1,1,2,2,1,2,1,1,348.63658551
1251157,5,,1,1,2,1,1,2,2,1,2,2,1,282.30486704
1251158,5,,1,1,1,1,1,2,2,1,2,2,1,225.82154157
1251159,5,,1,1,1,1,1,1,2,1,3,1,1,277.99884377
1251160,5,,1,1,1,1,1,2,2,1,3,2,1,327.82599231
1251161,5,,1,1,2,1,1,2,2,1,3,2,1,230.27588983
1251162,5,,1,1,1,1,1,2,2,1,3,2,1,327.82599231
1251163,5,,1,1,1,1,1,2,2,1,2,2,1,330.68975628
1251167,5,,2,1,2,1,1,2,2,1,3,2,1,312.53936342
1251168,5,,2,1,2,1,1,2,2,1,3,2,1,345.54713562
1251170,5,,2,1,1,1,1,2,2,1,2,2,1,229.41376349
1251171,5,,2,1,1,1,1,2,2,1,3,2,1,368.11537152
1251172,5,,2,1,1,1,1,2,2,1,2,2,1,268.0274459
1251173,5,,2,1,1,1,1,2,2,1,3,2,1,296.90248619
1251174,5,,2,1,1,1,1,2,2,1,3,2,1,269.09205492
1251175,5,,2,1,1,1,1,2,2,1,3,2,1,180.0682199
1251177,5,,2,1,1,1,1,2,2,1,2,2,1,270.11197989
1251178,5,,2,1,1,1,1,2,2,1,2,2,1,450.95803691
1251179,5,,2,1,1,1,1,2,2,1,2,2,1,284.20535389
1251180,5,,2,1,1,1,1,2,2,1,2,2,1,394.86575223
1251181,5,,2,1,1,1,1,2,2,1,2,2,1,211.45811342
1251182,5,,2,1,1,1,1,2,2,1,2,2,1,394.86575223
1251183,5,,2,1,1,1,1,2,2,1,2,2,1,284.20535389
1251184,5,,2,1,1,1,1,2,2,1,2,2,1,454.95684087
1251186,5,,2,1,1,1,1,2,2,1,3,2,1,402.04116885
1251187,5,,2,1,1,1,1,2,2,1,2,2,1,402.04116885
1251188,5,,2,1,1,1,1,2,2,1,3,2,1,402.04116885
1251189,5,,2,1,1,1,1,2,2,1,3,2,1,402.04116885
1251190,5,,2,1,1,1,1,2,2,1,1,2,1,365.29538484
1251191,5,,2,1,1,1,1,2,2,1,3,2,1,408.67040427
1251192,5,,2,1,1,1,1,2,2,1,3,2,1,438.7397247
1251193,5,,2,1,1,1,1,2,2,1,2,2,1,371.97184843
1251196,5,,2,1,1,1,1,2,2,2,,2,1,85.428107803
1251197,5,,2,1,1,1,1,2,2,2,,2,1,134.73438999
1251198,5,,2,1,1,1,1,2,2,2,,1,1,236.80821729
1251199,5,,2,1,1,1,1,2,2,2,,2,1,117.38428625
1251200,5,,2,1,1,1,1,2,2,2,,2,1,139.19061023
1251201,5,,2,1,1,1,1,2,2,2,,2,1,264.61449472
1251202,5,,2,1,1,1,1,2,2,2,,2,1,234.912488
1251203,5,,2,1,1,1,1,2,2,2,,2,1,187.19561587
1251204,5,,2,1,1,1,1,2,2,2,,2,1,185.29988658
1251205,5,,2,1,1,1,1,2,2,2,,2,1,179.83296287
1251206,5,,2,1,1,1,1,2,2,1,1,2,1,139.9951839
1251207,5,,2,1,1,1,1,2,2,2,,2,1,170.11551292
1251208,5,,2,1,1,1,1,2,2,1,1,2,1,153.34141755
1251209,5,,2,1,1,1,1,2,2,1,1,2,1,131.95197337
1251210,5,,2,1,1,1,1,2,2,1,1,2,1,164.45193369
1251211,5,,2,1,1,1,1,2,2,1,1,2,1,160.24660775
1251212,5,,2,1,1,1,1,2,2,1,1,2,1,156.04128182
1251213,5,,2,1,1,1,1,2,2,1,1,2,1,112.2091642
1251214,5,,2,1,1,1,1,2,2,1,1,2,1,231.84424571
1251216,5,,2,1,1,1,1,2,2,1,1,2,1,96.69218033
1251217,5,,2,1,1,1,1,2,2,1,1,2,1,175.77909215
1251218,5,,2,1,1,1,1,2,2,1,1,2,1,110.03841398
1251219,5,,2,1,1,1,1,2,2,1,1,1,1,203.10357391
1251220,5,,2,1,1,1,1,2,2,1,1,2,1,168.41798749
1251221,5,,2,1,1,1,1,2,2,1,1,2,1,227.49217384
1251222,5,,2,1,1,1,1,2,2,1,1,2,1,168.41798749
1251223,5,,2,1,1,1,1,2,2,1,1,2,1,176.69735615
1251224,5,,2,1,1,1,1,2,2,1,1,1,1,133.66014069
1251225,5,,2,1,1,1,1,2,2,1,1,2,1,168.41798749
1251226,5,,2,1,1,1,1,2,2,1,1,1,1,276.43770849
1251227,5,,2,1,1,1,1,2,2,1,1,2,1,233.99451984
1251228,5,,2,1,1,1,1,2,2,1,1,2,1,123.26570547
1251230,5,,2,1,1,1,1,2,2,1,2,2,1,229.13166976
1251231,5,,2,1,1,1,1,2,2,1,1,2,1,407.7624355
1251232,5,,2,1,1,1,1,2,2,1,8,2,1,434.68642793
1251233,5,,2,1,1,1,1,2,2,1,2,2,1,373.64151248
1251234,5,,2,1,1,1,1,2,2,1,2,2,1,385.35634901
1251235,5,,2,1,1,1,1,2,2,1,1,2,1,351.80338366
1251236,5,,2,1,1,1,1,2,2,1,8,2,1,214.81459141
1251238,5,,1,1,1,1,1,2,2,1,3,2,1,187.4712967
1251239,5,,1,1,1,1,1,2,2,1,3,2,1,156.31363554
1251240,5,,1,1,2,1,1,2,2,1,2,2,1,392.15595039
1251241,5,,1,1,1,1,1,2,2,1,3,2,1,271.97415658
1251242,5,,1,1,1,1,1,2,2,1,2,2,1,234.08542748
1251244,5,,1,1,1,1,1,2,2,1,3,2,1,215.5007469
1251246,5,,1,1,1,1,1,2,2,1,2,2,1,200.33778167
1251247,5,,1,1,1,1,1,2,2,1,2,2,1,176.92162443
1251250,5,,1,1,1,1,1,2,2,1,3,2,1,234.20848228
1251252,5,,1,1,1,1,1,2,2,1,2,2,1,141.70033141
1251254,5,,1,1,1,1,1,2,2,1,2,2,1,170.06637675
1251256,5,,1,1,1,1,1,2,2,1,2,2,1,139.94784329
1251257,5,,1,1,2,1,1,2,2,1,2,2,1,126.66652625
1251259,5,,1,1,1,1,1,2,2,1,2,2,1,133.97869954
1251261,5,,1,1,1,1,1,2,2,1,2,2,1,202.8431043
1251264,5,,1,1,1,1,1,2,2,1,2,2,1,167.56105411
1251265,5,,1,1,1,1,1,2,1,1,3,2,1,209.19898525
1251266,5,,2,1,1,1,1,2,2,2,,2,1,139.9951839
1251267,5,,2,1,1,1,1,2,2,2,,2,1,131.95197337
1251268,5,,2,1,1,1,1,2,2,2,,2,1,153.86553276
1251269,5,,2,1,1,1,1,2,2,2,,2,1,100.69362402
1251270,5,,2,1,1,1,1,2,2,2,,2,1,150.37770259
1251271,5,,2,1,1,1,1,2,2,2,,2,1,153.34141755
1251272,5,,2,1,1,1,1,2,2,2,,2,1,176.49658791
1251273,5,,2,1,1,1,1,2,2,2,,2,1,131.95197337
1251274,5,,2,1,1,1,1,2,2,2,,2,1,131.95197337
1251275,5,,2,1,1,1,1,2,2,2,,2,1,98.502374432
1251276,5,,2,1,1,1,1,2,2,2,,2,1,125.55539785
1251277,5,,2,1,1,1,1,2,2,2,,2,1,144.70912452
1251278,5,,2,1,1,1,1,2,2,2,,2,1,110.03841398
1251279,5,,2,1,1,1,1,2,2,2,,2,1,170.11551292
1251280,5,,2,1,1,1,1,2,2,2,,2,1,153.86553276
1251281,5,,2,1,1,1,1,2,2,2,,2,1,148.20195353
1251282,5,,2,1,1,1,1,2,2,2,,2,1,82.252394272
1251283,5,,2,1,1,1,1,2,2,2,,2,1,131.95197337
1251284,5,,2,1,1,1,1,2,2,2,,2,1,176.49658791
1251285,5,,2,1,1,1,1,2,2,2,,2,1,134.12272359
1251286,5,,2,1,1,1,1,2,2,2,,2,1,90.295604807
1251287,5,,2,1,1,1,1,2,2,2,,2,1,153.34141755
1251289,5,,2,1,1,1,1,2,2,2,,2,1,160.24660775
1251290,5,,2,1,1,1,0,2,2,2,,2,1,142.5383743
1251291,5,,2,1,1,1,1,2,2,2,,2,1,164.45193369
1251292,5,,2,1,1,1,1,2,2,2,,2,1,102.71125047
1251293,5,,2,1,1,1,1,2,2,2,,2,1,87.529909695
1251295,5,,2,1,1,1,1,2,2,2,,2,1,125.7472451
1251296,5,,2,1,1,1,1,2,2,2,,2,1,187.06407457
1251300,5,,2,1,1,1,0,2,2,2,,2,1,168.57972214
1251301,5,,2,1,1,1,1,2,2,2,,2,1,142.17250174
1251303,5,,1,1,2,1,2,2,2,1,3,2,1,195.47380569
1251305,5,,1,1,1,1,2,2,2,1,3,2,1,240.87631101
1251306,5,,1,1,2,1,2,2,2,1,3,2,1,152.8591415
1251307,5,,1,1,2,1,2,2,2,1,3,2,1,396.54030218
1251308,5,,1,1,1,1,2,2,2,1,3,2,1,364.23125149
1251309,5,,1,1,2,1,2,2,2,1,3,2,1,268.9701239
1251311,5,,1,1,1,1,2,2,2,1,3,2,1,326.33855039
1251312,5,,1,1,1,1,1,2,2,1,3,2,1,167.37999281
1251313,5,,1,1,2,1,2,2,2,1,3,2,1,371.87902455
1251316,5,,2,1,1,1,0,2,2,2,,2,1,194.11491877
1251319,5,,2,1,1,1,0,2,2,2,,2,1,179.40945853
1251320,5,,2,1,1,1,0,2,2,2,,2,1,154.38380884
1251321,5,,2,1,1,1,0,2,2,2,,2,1,154.38380884
1251322,5,,2,1,1,1,0,2,2,2,,2,1,138.15550068
1251323,5,,2,1,1,1,0,2,2,2,,2,1,142.8371898
1251324,5,,2,1,1,1,0,2,2,2,,2,1,105.64585762
1251325,5,,2,1,1,1,0,2,2,2,,2,1,179.40945853
1251326,5,,1,1,1,1,1,2,2,1,3,2,1,353.06818091
1251328,5,,1,1,1,1,1,2,2,1,3,2,1,244.0892059
1251329,5,,1,1,1,1,1,2,2,1,3,2,1,221.89123982
1251330,5,,1,1,2,1,1,2,2,1,3,2,1,326.33855039
1251331,5,,1,1,1,1,1,2,2,1,3,2,1,204.12815191
1251332,5,,1,1,2,1,1,2,2,1,3,2,1,268.9701239
1251333,5,,1,1,1,1,1,2,2,1,3,2,1,371.87902455
1251334,5,,1,1,2,1,1,2,2,1,3,2,1,245.62761582
1251335,5,,1,1,1,1,1,2,2,1,3,2,1,364.23125149
1251336,5,,2,1,1,1,0,2,2,2,,2,1,142.01908401
1251337,5,,2,1,1,1,0,2,2,2,,2,1,117.38428625
1251338,5,,2,1,1,1,0,2,2,2,,2,1,199.34384281
1251339,5,,2,1,1,1,0,2,2,2,,2,1,117.38428625
1251340,5,,2,1,1,1,0,2,2,2,,2,1,171.53756538
1251341,5,,2,1,1,1,0,2,2,2,,2,1,192.66253959
1251342,5,,2,1,1,1,0,2,2,2,,2,1,254.62704398
1251343,5,,2,1,1,1,0,2,2,2,,2,1,117.38428625
1251344,5,,2,1,1,1,0,2,2,2,,2,1,145.87191346
1251345,5,,2,1,1,1,0,2,2,2,,2,1,117.38428625
1251346,5,,2,1,1,1,1,2,2,1,1,2,1,139.70486886
1251347,5,,2,1,1,1,1,2,2,2,,2,1,149.7564927
1251348,5,,2,1,1,1,1,2,2,1,1,2,1,148.78498909
1251350,5,,2,1,1,1,1,2,2,1,1,2,1,139.70486886
1251352,5,,2,1,1,1,1,2,2,2,,2,1,162.49497062
1251353,5,,2,1,1,1,1,2,2,1,1,2,1,137.2300523
1251354,5,,2,1,1,1,1,2,2,1,1,2,1,139.48763253
1251355,5,,2,1,1,1,1,2,2,1,1,2,1,107.78751199
1251357,5,,2,1,1,1,1,2,2,2,,2,1,159.47507425
1251358,5,,1,1,1,1,2,2,1,1,3,1,1,591.4736196
1251359,5,,1,1,1,1,1,2,2,2,,2,1,440.22107731
1251360,5,,1,1,2,1,3,2,1,1,3,1,1,520.21083099
1251361,5,,1,1,2,1,3,1,1,1,3,1,1,787.59668672
1251362,5,,2,1,1,2,,2,2,2,,2,1,129.90879619
1251363,5,,2,1,1,1,9,2,2,2,,2,1,99.058998003
1251364,5,,2,1,1,1,9,2,2,2,,1,1,126.78134761
1251365,5,,2,1,1,1,9,2,2,2,,2,1,114.03827301
1251366,5,,2,1,1,2,,2,2,2,,2,1,166.30151254
1251367,5,,2,1,1,1,9,2,2,2,,2,1,156.88520635
1251368,5,,2,1,1,2,,2,2,2,,2,1,155.43524048
1251369,5,,2,1,1,1,9,2,2,2,,2,1,170.39031496
1251370,5,,2,1,1,1,9,2,2,2,,2,1,146.5382059
1251371,5,,2,1,1,2,,2,2,2,,2,1,99.272865853
1251372,5,,2,1,1,2,,2,2,2,,2,1,114.40587676
1251373,5,,2,1,1,2,,2,2,2,,2,1,101.89252591
1251374,5,,2,1,1,2,,2,2,2,,2,1,144.56896842
1251375,5,,2,1,1,2,,2,2,2,,2,1,164.61601814
1251376,5,,2,1,1,2,,2,2,2,,2,1,139.45948237
1251377,5,,2,1,1,2,,2,2,2,,2,1,126.29883156
1251378,5,,2,1,1,1,1,2,2,2,,2,1,67.459342008
1251379,5,,2,1,1,1,1,2,2,2,,2,1,85.001905275
1251380,5,,2,1,1,1,1,2,2,2,,1,1,102.50799816
1251381,5,,2,1,1,1,1,2,2,2,,2,1,125.76303975
1251382,5,,2,1,1,1,1,2,2,2,,2,1,125.76303975
1251383,5,,2,1,1,1,1,2,2,2,,2,1,125.76303975
1251384,5,,2,1,1,1,1,2,2,2,,2,1,121.54790578
1251385,5,,2,1,1,1,1,2,2,2,,2,1,106.72313213
1251386,5,,2,1,1,1,1,2,2,2,,2,1,85.001905275
1251387,5,,2,1,1,1,1,2,2,2,,2,1,106.72313213
1251388,5,,2,1,1,1,1,2,2,2,,2,1,108.22047648
1251389,5,1,1,1,1,1,2,1,1,1,3,1,1,208.34119148
1251390,5,1,1,1,1,1,2,1,1,1,3,1,1,315.6434412
1251391,5,1,1,1,2,1,3,2,1,1,3,1,1,113.96406986
1251392,5,1,1,1,1,1,3,1,1,1,3,1,1,131.86553256
1251393,5,1,1,1,2,1,3,1,1,1,3,1,1,135.87979714
1251394,5,1,1,1,2,1,3,1,1,1,3,1,1,115.89387309
1251395,5,1,1,1,2,1,3,1,1,1,3,1,1,123.52708831
1251396,5,1,1,1,2,1,4,1,1,1,3,1,1,320.91426744
1251397,5,1,1,1,1,1,1,1,1,1,3,1,1,218.25834819
1251398,5,1,1,1,1,1,1,1,1,1,3,1,1,219.3789408
1251399,5,1,1,1,2,1,3,1,1,1,3,1,1,129.47630573
1251400,5,1,1,1,1,1,3,1,1,1,3,1,1,167.33691812
1251401,5,1,2,1,1,1,1,2,2,2,,1,1,176.36310223
1251402,5,1,2,1,1,1,1,1,1,2,,1,1,104.36310441
1251403,5,1,1,1,2,1,3,1,1,1,2,1,1,204.53926011
1251404,5,1,1,1,1,1,2,1,1,1,2,1,1,306.90799428
1251405,5,1,1,1,1,1,2,1,1,1,2,1,1,306.90799428
1251406,5,1,1,1,1,1,2,1,1,1,2,1,1,300.64216006
1251407,5,1,2,1,1,1,1,2,2,2,,1,1,90.159507127
1251408,5,1,2,1,1,1,1,2,2,2,,1,1,85.397958732
1251409,5,1,2,1,1,1,1,2,2,2,,1,1,65.539216257
1251410,5,1,2,1,1,1,1,2,2,2,,1,1,122.08780884
1251412,5,1,2,1,1,1,1,2,2,2,,1,1,80.580501873
1251413,5,1,2,1,1,1,1,2,2,2,,1,1,109.70390066
1251414,5,1,2,1,1,1,1,2,2,2,,1,1,85.397958732
1251415,5,1,2,1,1,1,1,2,2,2,,1,2,52.314001658
1251416,5,1,2,1,1,1,1,2,2,2,,1,1,110.0182496
1251417,5,1,2,1,1,1,1,2,2,2,,1,1,96.007527202
1251420,4,,1,1,2,1,1,1,1,1,2,1,1,1063.8403473
1251421,4,,2,1,2,1,3,2,2,1,2,1,1,1372.283758
1251422,4,,2,1,1,1,1,2,2,1,2,1,1,1610.9085427
1251423,4,,2,1,2,1,1,2,2,1,2,1,1,1994.7251715
1251424,4,,2,1,2,1,3,2,2,1,2,1,1,1799.5619484
1251425,4,,2,1,1,1,1,2,2,1,2,1,1,1810.1057381
1251426,4,,2,1,2,1,1,2,2,1,2,1,1,1610.9085427
1251427,4,,2,1,2,1,1,2,2,1,2,1,1,1799.5619484
1251428,4,,2,1,1,1,1,2,2,1,2,1,1,1628.5342669
1251429,4,,1,1,1,1,1,2,1,1,2,1,1,1236.9715524
1251430,4,,2,1,2,1,1,2,2,1,2,1,1,1984.9845655
1251431,4,,2,1,1,1,1,2,2,1,2,1,1,1187.6643246
1251432,4,,1,1,1,1,1,2,1,1,2,1,1,1562.3119265
1251433,4,,1,1,1,1,1,1,1,1,2,1,1,1562.3119265
1251434,4,,1,1,1,1,2,1,1,1,2,1,1,1812.7184439
1251435,4,,1,1,1,1,1,2,1,1,2,1,1,1577.4733219
1251436,4,,1,1,1,1,1,2,1,1,2,1,1,1405.2294979
1251437,4,,1,1,1,1,1,1,1,1,2,1,1,1770.9596401
1251438,4,,1,1,1,1,1,1,1,1,2,1,1,1770.9596401
1251439,4,,1,1,1,1,1,1,1,1,2,1,1,1477.5445216
1251440,4,,1,1,1,1,2,1,1,1,2,1,1,1972.5098867
1251443,4,,1,1,2,1,2,1,1,1,2,1,1,2265.8980549
1251444,4,,2,1,1,2,,2,2,2,,2,1,1111.9275858
1251445,4,,2,1,1,1,2,2,2,2,,2,1,1109.9855018
1251446,4,,1,1,2,1,2,1,1,1,2,1,1,2265.8980549
1251447,4,,1,1,1,1,2,1,1,1,2,1,1,1598.4129452
1251448,4,,1,1,2,1,2,1,1,1,2,1,1,2043.2836878
1251449,4,,1,1,1,1,2,2,1,1,2,1,1,1808.7353771
1251450,4,,2,1,1,1,1,2,2,2,,2,1,950.13145971
1251451,4,,1,1,1,1,2,1,1,1,2,1,1,1867.444643
1251452,4,,2,1,1,1,0,2,2,2,,2,1,1097.8270064
1251453,4,,2,1,1,1,1,2,1,1,8,1,1,1004.2091423
1251454,4,,2,1,1,1,2,2,2,2,,1,1,1268.0581643
1251455,4,,2,1,1,1,2,2,2,1,8,1,1,1415.8999721
1251456,4,,1,1,2,1,2,1,1,1,2,1,1,1808.7353771
1251457,4,,2,1,1,1,1,2,2,1,8,1,1,1606.7997999
1251458,4,,2,1,1,1,1,2,2,1,8,1,1,1404.8803095
1251459,4,,2,1,1,1,1,2,1,1,8,1,1,950.13145971
1251460,4,,1,1,1,1,2,1,1,1,2,1,1,2284.8497991
1251461,4,,1,1,2,1,2,1,1,1,2,1,1,1952.8899082
1251462,4,,1,1,2,1,2,1,1,1,2,1,1,1508.310952
1251463,4,,1,1,2,1,2,1,1,1,3,1,1,706.81709219
1251464,4,,1,1,2,1,3,1,1,1,3,1,1,716.83623142
1251465,4,,1,1,2,1,2,1,1,1,3,1,1,717.78520649
1251466,4,,1,1,1,1,0,2,2,2,,2,1,884.80321016
1251467,4,,1,1,1,1,0,2,2,2,,2,1,1170.5966564
1251468,4,,1,1,1,1,0,2,2,2,,2,1,1170.5966564
1251469,4,,1,1,1,1,2,1,1,1,2,1,1,709.45633682
1251471,4,,1,1,1,1,1,1,1,1,8,1,1,2265.1691274
1251472,4,,1,1,1,1,2,1,1,1,1,1,1,2138.7744112
1251473,4,,1,1,1,1,2,1,1,1,1,1,1,2789.0689783
1251474,4,,1,1,1,1,1,1,1,1,8,1,1,2226.3524696
1251475,4,,1,1,1,1,2,1,1,1,1,1,1,1638.2020537
1251476,4,,1,1,1,1,2,1,1,1,1,1,1,1967.4689028
1251477,4,,1,1,1,1,1,1,1,1,8,1,1,2923.6611802
1251478,4,,1,1,1,1,1,1,1,1,8,1,1,3197.6747547
1251479,4,,1,1,1,1,2,1,1,1,1,1,1,1950.2324813
1251480,4,,1,1,1,1,1,1,1,1,8,1,1,1967.4689028
1251482,4,,1,1,1,1,2,1,1,1,1,1,1,1702.4526187
1251483,4,,1,1,1,1,2,1,1,1,1,1,1,2226.3524696
1251485,4,,1,1,1,1,2,1,1,1,1,1,1,2720.5759907
1251486,4,,1,1,1,1,2,1,1,1,1,1,1,2553.678928
1251488,4,,1,1,1,1,2,1,1,1,1,1,1,4148.6122273
1251489,4,,1,1,1,1,2,1,1,1,8,1,1,3021.7245695
1251490,4,,1,1,1,1,2,1,1,1,8,1,1,4183.6034674
1251491,4,,1,1,1,1,2,1,1,1,1,1,1,4385.4917703
1251492,4,,1,1,1,1,2,1,1,1,1,1,1,2951.2033543
1251493,4,,1,1,1,1,2,1,1,1,1,1,1,2544.4798518
1251494,4,,1,1,1,1,2,1,1,1,1,1,1,4314.9705551
1251495,4,,1,1,1,1,2,1,1,1,8,1,1,2453.7471477
1251497,4,,1,1,1,1,2,1,1,1,8,1,1,1767.9315655
1251498,4,,1,1,1,1,2,1,1,1,1,1,1,2712.0780892
1251499,4,,1,1,1,1,2,1,1,1,1,1,1,2043.1407837
1251500,4,,1,1,1,1,2,1,1,1,8,1,1,1767.9315655
1251501,4,,1,1,1,1,2,1,1,1,1,1,1,1976.4190431
1251502,4,,1,1,1,1,2,1,1,1,1,1,1,1767.9315655
1251503,4,,1,1,1,1,2,1,1,1,8,1,1,2311.9814107
1251504,4,,1,1,1,1,2,1,1,1,8,1,1,2920.5655668
1251505,4,,1,1,1,1,2,1,1,1,1,1,1,1883.4756859
1251506,4,,1,1,1,1,2,1,1,1,1,1,1,2987.2873074
1251507,4,,1,1,1,1,2,2,1,1,1,1,1,2496.2441836
1251508,4,,1,1,1,1,2,1,1,1,1,1,1,2311.9814107
1251509,4,,1,1,1,1,2,1,1,1,3,1,1,587.90214642
1251510,4,,1,1,2,1,5,1,1,1,3,1,1,688.04260215
1251513,4,,1,1,2,1,6,1,1,1,3,1,1,956.42801434
1251516,4,,1,1,2,1,3,1,1,1,3,1,1,850.35846179
1251517,4,,1,1,2,1,3,1,1,1,2,1,1,220.18768695
1251518,4,,1,1,2,1,3,1,1,1,3,1,1,938.36028258
1251519,4,,1,1,2,1,4,1,1,1,3,1,1,717.32101076
1251520,4,,1,1,2,1,4,1,1,1,3,1,1,802.81935287
1251521,4,,1,1,1,1,6,1,1,1,3,1,1,1369.9914875
1251522,4,,1,1,2,1,5,1,1,1,3,1,1,718.54706785
1251523,4,,1,1,2,1,4,1,1,1,3,1,1,958.99404124
1251524,4,,1,1,2,1,5,1,1,1,3,1,1,837.84861259
1251525,4,,1,1,1,1,3,1,1,1,3,1,1,808.36545133
1251526,4,,1,1,1,1,3,1,1,1,3,1,1,1070.9510664
1251527,4,,1,1,1,1,3,1,1,1,2,1,1,1090.4919019
1251528,4,,1,1,1,1,3,1,1,1,3,1,1,712.83069758
1251529,4,,1,1,2,1,2,1,1,1,3,1,1,1190.816626
1251530,4,,1,1,2,1,4,1,1,1,3,1,1,804.26321615
1251532,4,,1,1,1,1,3,1,1,1,3,1,1,494.25074088
1251533,4,,1,1,1,1,3,1,1,1,3,1,1,540.77375382
1251534,4,,2,1,2,1,2,1,1,1,3,1,1,287.66017634
1251535,4,,2,1,1,1,2,1,1,1,3,1,1,359.51745825
1251538,4,,1,1,1,1,2,1,1,1,3,1,1,1105.9196652
1251539,4,,2,1,1,1,1,1,1,1,3,1,2,146.17728274
1251540,4,,1,1,1,1,2,1,1,1,3,1,1,882.79171186
1251541,4,,1,1,1,1,2,1,1,1,3,1,1,780.13938247
1251542,4,,2,1,1,1,1,1,1,1,3,1,1,234.38195831
1251543,4,,1,1,1,1,2,1,1,1,3,1,1,827.82558545
1251544,4,,1,1,1,1,2,1,1,1,3,1,1,675.05531228
1251545,4,,1,1,1,1,3,1,1,1,3,1,1,1140.6460552
1251546,4,,1,1,1,1,2,1,1,1,2,1,1,675.05531228
1251547,4,,1,1,1,1,3,1,1,1,3,1,1,675.05531228
1251548,4,,2,1,1,1,1,1,1,1,3,1,1,206.58325167
1251549,4,,2,1,1,1,1,1,1,1,3,1,1,337.04761711
1251550,4,,2,1,1,1,1,1,1,1,3,1,1,260.32206304
1251551,4,,2,1,1,1,2,1,1,1,3,1,1,210.92659096
1251552,4,,2,1,1,1,2,1,1,1,3,1,1,145.38422328
1251553,4,,2,1,1,1,2,1,1,1,3,1,1,144.95796409
1251554,4,,2,1,1,1,2,1,1,1,3,1,1,175.41469432
1251555,4,,1,1,2,1,2,1,1,1,3,1,1,797.889207
1251556,4,,1,1,2,1,2,1,1,1,3,1,1,1047.7935244
1251558,4,,1,1,2,1,3,2,1,1,2,1,1,1781.5752033
1251559,4,,1,1,1,1,5,1,1,1,2,1,1,1122.5802421
1251560,4,,1,1,1,1,5,1,1,1,2,1,1,1351.861964
1251561,4,,1,1,2,1,5,1,1,1,2,1,1,1429.9649126
1251562,4,,1,1,2,1,5,1,1,1,2,1,1,1162.6648243
1251564,4,,1,1,1,1,2,1,1,1,2,1,1,915.50593042
1251565,4,,1,1,2,1,2,1,1,1,2,1,1,1205.9113819
1251566,4,,1,1,1,1,2,1,1,1,2,1,1,767.88724611
1251567,4,,1,1,3,1,2,2,1,1,2,1,1,887.98687987
1251569,4,,1,1,3,1,2,2,1,1,2,1,1,881.97277895
1251570,4,,1,1,3,1,2,2,1,1,2,1,1,817.66408213
1251571,4,,1,1,1,1,1,1,1,1,2,1,1,1504.4542815
1251572,4,,1,1,2,1,3,1,1,1,2,1,1,1966.2017548
1251573,4,,1,1,1,1,2,1,1,1,2,1,1,1858.8102005
1251574,4,,1,1,1,1,3,1,1,1,2,1,1,1117.9245391
1251575,4,,1,1,1,1,3,1,1,1,2,1,1,1476.8000426
1251576,4,,1,1,2,1,2,1,1,1,2,1,1,1887.7552736
1251577,4,,1,1,2,1,3,1,1,1,2,1,1,1751.4186462
1251578,4,,1,1,2,1,3,1,1,1,2,1,1,1758.3309415
1251580,4,,1,1,2,1,3,1,1,1,2,1,1,1959.1989465
1251581,4,,1,1,1,1,3,1,1,1,2,1,1,1887.7552736
1251582,4,,1,1,1,1,2,1,1,1,2,1,1,908.25829675
1251583,4,,1,1,2,1,3,1,1,1,2,1,1,771.39339584
1251584,4,,1,1,2,1,3,1,1,1,2,1,1,993.05456527
1251585,4,,1,1,2,1,3,1,1,1,2,1,1,737.70426912
1251586,4,,1,1,1,1,3,1,1,1,2,1,1,1045.1231977
1251588,4,,1,1,2,1,3,1,1,1,2,1,1,768.09289546
1251589,4,,1,1,1,1,2,2,1,1,2,1,1,925.64882865
1251590,4,,1,1,2,1,3,1,1,1,2,1,1,768.09289546
1251591,4,,1,1,1,1,3,1,1,1,2,1,1,908.25829675
1251592,4,,1,1,1,1,2,2,1,1,2,1,1,1429.9649126
1251593,4,,1,1,2,1,2,1,1,1,2,1,1,674.38007228
1251594,4,,1,1,3,1,2,2,1,1,2,1,1,1429.9649126
1251596,4,,1,1,1,1,2,1,1,1,2,1,1,767.6330237
1251597,4,,1,1,1,1,5,1,1,1,2,1,1,1203.5507713
1251598,4,,1,1,3,1,2,2,1,1,2,1,1,1180.6189198
1251599,4,,1,1,1,1,1,1,1,1,2,1,1,1183.3875959
1251600,4,,1,1,2,1,1,1,1,1,2,1,1,1382.5860995
