Orden,Cuentas,Valor,Unidad de medida y moneda,Fecha (Año),Estados de la informacion,Periodicidad,Trimestre
2,         Crédito (exportaciones),12665.91422,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),13948.380688,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),68782.564606,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Anual,
2,         Crédito (exportaciones),14935.782352,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q1
2,         Crédito (exportaciones),15809.202912,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q2
2,         Crédito (exportaciones),17606.131789,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),20431.447553,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),94157.137156,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Anual,
2,         Crédito (exportaciones),21746.123941,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q1
2,         Crédito (exportaciones),24605.448521,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q2
2,         Crédito (exportaciones),24631.033255,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q3
2,         Crédito (exportaciones),23174.531439,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q4
2,         Crédito (exportaciones),92031.077539,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Anual,
2,         Crédito (exportaciones),22746.738421,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Trimestral,Q1
2,         Crédito (exportaciones),22370.251031,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Trimestral,Q2
2,         Crédito (exportaciones),23310.133981,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Trimestral,Q3
2,         Crédito (exportaciones),23603.954106,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Trimestral,Q4
2,         Crédito (exportaciones),95803.435287,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Anual,
2,         Crédito (exportaciones),22222.134118,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q1
2,         Crédito (exportaciones),24067.908957,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q2
2,         Crédito (exportaciones),24724.025437,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q3
2,         Crédito (exportaciones),24789.366775,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q4
2,         Crédito (exportaciones),73797.105684,Millones - Dólares estadounidenses corrientes,2025,Dato preliminar,Anual,
2,         Crédito (exportaciones),23663.826729,Millones - Dólares estadounidenses corrientes,2025,Dato preliminar,Trimestral,Q1
2,         Crédito (exportaciones),24354.246392,Millones - Dólares estadounidenses corrientes,2025,Dato preliminar,Trimestral,Q2
2,         Crédito (exportaciones),25779.032563,Millones - Dólares estadounidenses corrientes,2025,Dato preliminar,Trimestral,Q3
3,         Débito (importaciones),17902.3472768,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Anual,
3,         Débito (importaciones),4378.4594686,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q1
3,         Débito (importaciones),4436.0033215,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q2
3,         Débito (importaciones),4506.3421677,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q3
3,         Débito (importaciones),4581.542319,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q4
3,         Débito (importaciones),19658.8873664,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Anual,
3,         Débito (importaciones),4885.56395,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q1
3,         Débito (importaciones),5067.5824376,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q2
3,         Débito (importaciones),4856.2064123,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q3
3,         Débito (importaciones),4849.5345665,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q4
3,         Débito (importaciones),19209.5419848,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Anual,
3,         Débito (importaciones),4376.9290089,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q1
3,         Débito (importaciones),4952.7142842,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q2
3,         Débito (importaciones),4863.559271,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q3
3,         Débito (importaciones),5016.3394207,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q4
3,         Débito (importaciones),20766.417897,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Anual,
3,         Débito (importaciones),5030.9767262,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q1
3,         Débito (importaciones),4918.1514319,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q2
3,         Débito (importaciones),5384.0733929,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q3
3,         Débito (importaciones),5433.216346,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q4
3,         Débito (importaciones),25110.0912558,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Anual,
3,         Débito (importaciones),5667.9144686,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q1
3,         Débito (importaciones),6032.0803971,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q2
3,         Débito (importaciones),6370.6769339,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q3
3,         Débito (importaciones),7039.4194562,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q4
3,         Débito (importaciones),31964.4796432,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Anual,
3,         Débito (importaciones),7090.116415,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q1
3,         Débito (importaciones),8004.2633498,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q2
3,         Débito (importaciones),8578.422403,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q3
3,         Débito (importaciones),8291.6774754,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q4
3,         Débito (importaciones),38373.2741931,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Anual,
3,         Débito (importaciones),8607.1724631,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q1
3,         Débito (importaciones),9430.5977812,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q2
3,         Débito (importaciones),9902.7577388,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q3
3,         Débito (importaciones),10432.74621,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q4
3,         Débito (importaciones),48703.169919,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Anual,
3,         Débito (importaciones),11113.161091,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q1
3,         Débito (importaciones),11687.247965,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q2
3,         Débito (importaciones),12365.806334,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q3
3,         Débito (importaciones),13536.954529,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q4
3,         Débito (importaciones),58132.030635,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Anual,
3,         Débito (importaciones),13364.847261,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q1
3,         Débito (importaciones),15050.93661,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q2
3,         Débito (importaciones),15464.240295,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q3
3,         Débito (importaciones),14252.006469,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q4
3,         Débito (importaciones),50761.682166,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Anual,
3,         Débito (importaciones),11836.184805,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q1
3,         Débito (importaciones),11863.992091,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q2
3,         Débito (importaciones),12955.051021,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q3
3,         Débito (importaciones),14106.454249,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q4
3,         Débito (importaciones),62904.504777,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Anual,
3,         Débito (importaciones),13764.501787,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q1
3,         Débito (importaciones),14842.039747,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q2
3,         Débito (importaciones),16678.094122,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q3
3,         Débito (importaciones),17619.869121,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q4
3,         Débito (importaciones),83551.818728,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Anual,
3,         Débito (importaciones),18343.40688,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q1
3,         Débito (importaciones),20450.89614,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q2
3,         Débito (importaciones),21886.700799,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q3
3,         Débito (importaciones),22870.814909,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q4
3,         Débito (importaciones),90596.971064,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Anual,
3,         Débito (importaciones),21771.363351,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q1
3,         Débito (importaciones),22767.664539,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q2
3,         Débito (importaciones),22843.658791,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q3
3,         Débito (importaciones),23214.284383,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q4
3,         Débito (importaciones),90785.556326,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Anual,
3,         Débito (importaciones),22032.547249,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q1
3,         Débito (importaciones),22211.002673,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q2
3,         Débito (importaciones),23055.2216,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q3
3,         Débito (importaciones),23486.784804,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q4
3,         Débito (importaciones),95428.528849,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Anual,
3,         Débito (importaciones),22409.417951,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q1
3,         Débito (importaciones),23600.536376,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q2
3,         Débito (importaciones),25346.246309,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q3
3,         Débito (importaciones),24072.328213,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q4
3,         Débito (importaciones),76868.70623,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Anual,
3,         Débito (importaciones),20063.071661,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q1
3,         Débito (importaciones),19440.047947,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q2
3,         Débito (importaciones),19685.421689,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q3
3,         Débito (importaciones),17680.164933,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q4
3,         Débito (importaciones),67334.169283,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Anual,
3,         Débito (importaciones),15615.897992,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q1
3,         Débito (importaciones),16448.320376,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q2
3,         Débito (importaciones),17556.738575,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q3
3,         Débito (importaciones),17713.21234,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q4
3,         Débito (importaciones),72579.431709,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Anual,
3,         Débito (importaciones),17919.779622,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q1
3,         Débito (importaciones),17556.096653,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q2
3,         Débito (importaciones),18442.629676,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q3
3,         Débito (importaciones),18660.925758,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q4
3,         Débito (importaciones),82840.692817,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Anual,
